COM	NOM_COM	GENTILE
17420	Salles-sur-Mer	Sallésiens
17421	Saujon	Saujonnais
17424	Semoussac	Semoussacais
17425	Semussac	Semussacais
17428	Sonnac	Sonnacais
17430	Soubran	Soubranais
17431	Soulignonne	Soulignonnais
17432	Souméras	Souméracais
17436	Taillebourg	Taillebourgeois
17439	Taugon	Taugonnais
17441	Tesson	Tessonnais
17442	Thaims	Thaimois
17443	Thairé	Thairésiens
17444	Thénac	Thénacais
17446	Thors	Thorsais
17448	Tonnay-Boutonne	Boutonnais
17450	Torxé	Torxéens
17451	Les Touches-de-Périgny	Priniens
17453	Trizay	Trizayens
17455	La Vallée	Vallois
17458	Vanzac	Vanzacais
17459	Varaize	Varaiziens
17461	Vaux-sur-Mer	Vauxois
17462	Vénérand	Vénérandais
17463	Vergeroux	Vergeroussois
17465	La Vergne	Vergnauds
17466	Vérines	Vérinois
17467	Vervant	Vervantais
17468	Vibrac	Vibracais
17469	Villars-en-Pons	Villarais
17472	Villedoux	Villedousais
17473	Villemorin	Villemorinois
17476	Villexavier	Villexavierois
17477	Villiers-Couture	Villiérois
17479	Virollet	Virolletais
17481	Voissay	Voissayens
17482	Vouhé	Voyacais
17483	Yves	Yvéens
17485	Le Grand-Village-Plage	Grand-Villageois
18001	Achères	Achèrois
18003	Les Aix-d'Angillon	Angillonnais
18004	Allogny	Allognois
18005	Allouis	Allouisiens
18006	Annoix	Annoyens
18007	Apremont-sur-Allier	Apremontois
18008	Arçay	Arcéens
18011	Argent-sur-Sauldre	Argentais
18012	Argenvières	Argenviérois
18013	Arpheuilles	Arpheuillois
18014	Assigny	Assignois
18015	Aubigny-sur-Nère	Albiniens
18017	Augy-sur-Aubois	Aulgyciens
18022	Barlieu	Barlociens
18023	Baugy	Balgyciens
18024	Beddes	Beddois
18026	Belleville-sur-Loire	Bellevillois
18027	Bengy-sur-Craon	Bengiacois
18028	Berry-Bouy	Berryboïciens
18029	Bessais-le-Fromental	Bessaisiens
18030	Blancafort	Blancafortais
18031	Blet	Blétois
18032	Boulleret	Boulleréens
18033	Bourges	Berruyers
18038	Bruère-Allichamps	Bruérois
18039	Bué	Buétons
18040	Bussy	Bussyens
18044	Cerbois	Cerboisiens
18045	Chalivoy-Milon	Chalivoysiens
18046	Chambon	Chambonnais
18047	La Chapelle-d'Angillon	Chapellois
18048	La Chapelle-Hugon	Capélo-Hugonais
18049	La Chapelle-Montlinard	Capelinardiens
18050	La Chapelle-Saint-Ursin	Chapellois
18051	La Chapelotte	Castelpelotois
18052	Charenton-du-Cher	Charentonnais
18053	Charentonnay	Carentinois
18054	Charly	Charliacois
18057	Châteaumeillant	Castelmeillantais
18058	Châteauneuf-sur-Cher	Castelneuviens
18059	Le Châtelet	Castellois
18060	Chaumont	Chaumontains
18061	Chaumoux-Marcilly	Chaumousiens
18063	Chavannes	Chavannais
18064	Chéry	Chérois
18065	Chezal-Benoît	Casalais
18069	Colombiers	Colombiersois
18070	Concressault	Concressaultois
18072	Cornusse	Cornussiens
18073	Corquoy	Corquoysiens
18074	Couargues	Couarguais
18076	Coust	Coustois
18077	Couy	Coiatiens
18078	Crézançay-sur-Cher	Crézançaynois
18081	Crosses	Crossois
18082	Cuffy	Cuffyçois
18083	Culan	Culanais
18086	Drevant	Drevantais
18087	Dun-sur-Auron	Dunois
18088	Ennordres	Ennordrais
18091	Farges-Allichamps	Fargeois
18095	Flavigny	Flavigniens
18097	Fussy	Fusséens
18100	Genouilly	Genouillois
18101	Germigny-l'Exempt	Germinois
18103	Graçay	Graçayais
18104	Groises	Groisiens
18105	Gron	Grondais
18106	Grossouvre	Grossouvrois
18107	La Groutte	Grouttois
18109	Henrichemont	Henrichemontais
18110	Herry	Herrissons
18118	Jouet-sur-l'Aubois	Jouettois
18120	Jussy-le-Chaudrier	Jussyssois
18122	Lapan	Lapanais
18125	Léré	Léréens
18128	Limeux	Limosins
18130	Loye-sur-Arnon	Loyens
18131	Lugny-Bourbonnais	Lugnéens
18133	Lunery	Lunérois
18134	Lury-sur-Arnon	Lurois
18137	Mareuil-sur-Arnon	Mareuillais
18138	Marmagne	Marmagnais
18140	Massay	Massayais
18142	Meillant	Meillantais
18149	Méry-ès-Bois	Méryboisiens
18153	Morlac	Morlacois
18154	Mornay-Berry	Mornaysiens
18155	Mornay-sur-Allier	Mornaysiens
18156	Morogues	Moroguois
18157	Morthomiers	Marémortains
18158	Moulins-sur-Yèvre	Moulinois
18160	Nérondes	Nérondais
18161	Neuilly-en-Dun	Noviliaquois
18162	Neuilly-en-Sancerre	Neuillois
18165	Neuvy-sur-Barangeon	Neuvycéens
18169	Nozières	Noziérois
18170	Oizon	Oizonnais
18173	Osmery	Ulméraciens
18175	Ourouer-les-Bourdelins	Bourdelinois
18178	La Perche	Perchois
18179	Pigny	Pignaciens
18180	Plaimpied-Givaudins	Plaimpiédois
18181	Plou	Plouais
18183	Le Pondy	Pondissois
18187	Préveranges	Préverangeois
18191	Raymond	Raymondois
18193	Rezay	Rezayens
18194	Rians	Riannais
18195	Sagonne	Sagonnais
18197	Saint-Amand-Montrond	Saint-Amandois
18198	Saint-Ambroix	Saint-Ambroisiens
18199	Saint-Baudel	Saint-Baudelois
18201	Saint-Caprais	Caprésiens
18202	Saint-Céols	Saint-Céolais
18203	Saint-Christophe-le-Chaudry	Christophoriens
18204	Saint-Denis-de-Palin	Palinois
18207	Saint-Florent-sur-Cher	Saint-Florentais
18210	Saint-Georges-sur-la-Prée	Saint-Georgeois
18211	Saint-Georges-sur-Moulon	Moulonnais
18212	Saint-Germain-des-Bois	Saint-Germinois
18213	Saint-Germain-du-Puy	Germinois
18214	Saint-Hilaire-de-Court	Saint-Courtins
18217	Saint-Jeanvrin	Saint-Jeanvrinois
18218	Saint-Just	Justinois
18220	Saint-Léger-le-Petit	Saint-Légeois
18223	Saint-Martin-d'Auxigny	Martinois
18227	Sainte-Montaine	Montainais
18228	Saint-Outrille	Austrégélisiens
18229	Saint-Palais	Saint-Palaisiens
18230	Saint-Pierre-les-Bois	Petrubosciens
18234	Saint-Saturnin	Saint-Saturninois
18235	Sainte-Solange	Solangeois
18237	Sainte-Thorette	Tauriciens
18238	Saint-Vitte	Saint-Vittois
18240	Sancergues	Sancerguois
18241	Sancerre	Sancerrois
18242	Sancoins	Sancoinais
18243	Santranges	Santrangeois
18244	Saugy	Salgissois
18245	Saulzais-le-Potier	Saulzanais
18246	Savigny-en-Sancerre	Savignacois
18248	Senneçay	Bédoins
18251	Sévry	Sevriens
18252	Sidiailles	Sidiaillais
18253	Soulangis	Soulangeois
18254	Soye-en-Septaine	Soyens
18255	Le Subdray	Subdréens
18256	Subligny	Subliniens
18258	Sury-en-Vaux	Surycéens
18259	Sury-ès-Bois	Suryssois
18260	Tendron	Tendronais
18263	Thénioux	Thanalogiens
18267	Trouy	Trucidiens
18268	Uzay-le-Venon	Uzayniens
18270	Vallenay	Vallenaisiens
18271	Vasselay	Vasselaysiens
18273	Venesmes	Venesmois
18278	Vesdun	Vesdunois
18280	Vignoux-sous-les-Aix	Vignogillois
18281	Vignoux-sur-Barangeon	Barangeonnais
18282	Villabon	Villabonnais
18283	Villecelin	Villecelinois
18285	Villeneuve-sur-Cher	Villeneuvois
18287	Vinon	Vinonnais
18289	Vornay	Vornaysiens
18290	Vouzeron	Vouzeronnais
19001	Affieux	Affieucois
19004	Albussac	Albussacois
19006	Alleyrat	Alleyratois
19007	Altillac	Altillacois
19012	Astaillac	Astaillacois
19014	Auriac	Auriacois
19018	Bassignac-le-Haut	Bassignacois
19019	Beaulieu-sur-Dordogne	Bellocois
19020	Beaumont	Beaumontois
19024	Beyssac	Beyssacois
19026	Bilhac	Bilhacois
19028	Bort-les-Orgues	Bortois
19030	Brignac-la-Plaine	Brignacois
19036	Chamberet	Chambertois
19037	Chamboulive	Chamboulivois
19038	Chameyrat	Chameyracois
19039	Champagnac-la-Noaille	Champagnacois
19046	Chapelle-Spinasse	Chapellois
19049	Chasteaux	Castellois
19051	Chaumeil	Chaumeillois
19052	Chavanac	Chavanacois
19059	Concèze	Concézans
19061	Cornil	Cornilois
19062	Corrèze	Corrézois
19065	Courteix	Courteixois
19066	Cublac	Cublacois
19067	Curemonte	Curemontois
19068	Dampniat	Dampniacois
19071	Davignac	Davignacois
19072	Donzenac	Donzenacois
19077	Estivals	Estivalais
19079	Eyburie	Eyburicois
19080	Eygurande	Eygurandais
19084	Forgès	Forgésiens
19085	Gimel-les-Cascades	Gimelois
19087	Gourdon-Murat	Gourdonnais
19089	Gros-Chastang	Gros-Chastagniers
19090	Gumond	Gumontois
19093	Jugeals-Nazareth	Jugealiens-Nazaréens
19096	Ladignac-sur-Rondelles	Ladignacois
19105	Lanteuil	Lanteuillois
19107	Larche	Larchois
19109	Lascaux	Lascautois
19112	Lestards	Lestarois
19114	Lignareix	Lignareixois
19115	Ligneyrac	Ligneyracois
19116	Liourdres	Liourdrais
19117	Lissac-sur-Couze	Lissacois
19118	Le Lonzac	Lonzacois
19119	Lostanges	Lostangeois
19121	Lubersac	Lubersacois
19124	Mansac	Mansacois
19125	Marcillac-la-Croisille	Marcillacois
19128	Margerides	Margeridois
19130	Maussac	Maussacois
19134	Merlines	Merlinois
19136	Meymac	Meymacois
19138	Meyssac	Meyssacois
19140	Monceaux-sur-Dordogne	Moncellois
19147	Nespouls	Nespoulois
19148	Neuvic	Neuvicois
19150	Noailhac	Noailhacois
19153	Objat	Objatois
19154	Orgnac-sur-Vézère	Orgnacois
19155	Orliac-de-Bar	Orliacois
19157	Palisse	Palissois
19158	Pandrignes	Pandrignois
19160	Pérols-sur-Vézère	Pérolais
19161	Perpezac-le-Blanc	Perpezacois
19164	Peyrelevade	Peyrelevadois
19165	Peyrissac	Peyrissacois
19168	Pradines	Pradinois
19169	Puy-d'Arnac	Puyd'Arnacois
19172	Rilhac-Treignac	Rilhacois
19173	Rilhac-Xaintrie	Rilhacois
19175	Roche-le-Peyroux	Rouchoux
19178	Sadroc	Sadrocois
19181	Saint-Augustin	Saint-Augustinois
19182	Saint-Aulaire	Saint-Aulairiens
19206	Saint-Germain-Lavolps	Saint-Germains
19217	Saint-Julien-Maumont	Maumontois
19222	Saint-Martin-la-Méanne	Saint-Martinois
19233	Saint-Pardoux-le-Vieux	Saint-Pardousiens
19236	Saint-Priest-de-Gimel	Sancto-Prixins
19239	Saint-Robert	Saint-Robertois
19254	Ségur-le-Château	Ségurois
19255	Seilhac	Seilhacois
19259	Sexcles	Sexclois
19260	Sioniac	Sioniacois
19263	Soudeilles	Soudeillois
19265	Tarnac	Tarnacois
19271	Tudeils	Tudeillois
19274	Ussac	Ussacois
19275	Ussel	Usselois
19277	Valiergues	Valierguois
19280	Végennes	Végennois
19283	Veyrières	Veyrièrois
19284	Viam	Viamois
19286	Vignols	Vignolais
19288	Voutezac	Voutézacois
21001	Agencourt	Agencourtois
21003	Ahuy	Aqueduciens
21010	Aloxe-Corton	Aloxois
21013	Ancey	Anceyéens
21017	Arcenant	Arcenantais
21022	Argilly	Argilliens
21026	Asnières-en-Montagne	Asniérois
21027	Asnières-lès-Dijon	Asniérois
21031	Aubigny-en-Plaine	Albineyais
21034	Autricourt	Astricurtois
21035	Auvillars-sur-Saône	Auvillerois
21037	Auxey-Duresses	Alcéens
21038	Auxonne	Auxonnais
21039	Avelanges	Avelangeais
21040	Avosnes	Avosniens
21042	Bagnot	Bagnotins
21043	Baigneux-les-Juifs	Bagnosiens
21045	Barbirey-sur-Ouche	Barbirotins
21046	Bard-le-Régulier	Barriens
21049	Barjon	Barjonais
21050	Baubigny	Balbiniacois
21051	Baulme-la-Roche	Rochebalmiens
21054	Beaune	Beaunois
21055	Beaunotte	Beaunottais
21058	Belan-sur-Ource	Belannais
21059	Bellefond	Bellefontains
21060	Belleneuve	Belleneuvois
21061	Bellenod-sur-Seine	Bellenodiens
21062	Bellenot-sous-Pouilly	Bellenotais
21063	Beneuvre	Benovrois
21067	Bessey-lès-Cîteaux	Bassiacois
21069	Beurizot	Baldériciens
21071	Bèze	Bézois
21072	Bézouotte	Bézouottais
21074	Billey	Billeyois
21076	Binges	Bingeois
21077	Bissey-la-Côte	Biccéens
21080	Blaisy-Bas	Blaisois
21082	Blancey	Blancéens
21083	Blanot	Blanotiens
21087	Bligny-sur-Ouche	Bélinéens
21088	Boncourt-le-Bois	Boncourtois
21089	Bonnencontre	Bonnencontrois
21092	Bouilland	Bouillandins
21093	Bouix	Buxiens
21096	Boussenois	Bussenotins
21097	Boussey	Bocéens
21098	Boux-sous-Salmaise	Bouxois
21099	Bouze-lès-Beaune	Bouzards
21100	Brain	Braingats
21101	Braux	Braulés
21104	Brémur-et-Vaurois	Bréviens
21105	Bressey-sur-Tille	Bresseyliens
21106	Bretenière	Bretenièrais
21107	Bretigny	Bretenois
21108	Brianny	Briannois
21110	Brochon	Brochonnais
21114	Buffon	Buffonnais
21115	Buncey	Buncéens
21119	Bussières	Buxériens
21120	La Bussière-sur-Ouche	Buxérois
21121	Bussy-la-Pesle	Bussyens
21122	Bussy-le-Grand	Bussynois
21125	Cérilly	Cérillois
21127	Chaignay	Casnédois
21129	Chambain	Abanicampiens
21131	Chamblanc	Chamblantins
21132	Chambœuf	Cambois
21133	Chambolle-Musigny	Chambollois
21134	Chamesson	Chamessonnais
21136	Champagny	Champagnyens
21137	Champ-d'Oiseau	Chaldoiselois
21139	Champeau-en-Morvan	Champeliens
21140	Champignolles	Champainolois
21142	Chanceaux	Cancellois
21144	Charencey	Charencéens
21146	Charmes	Calmiens
21147	Charny	Charnéens
21151	Chassey	Chasseyois
21152	Châteauneuf	Castelnoviens
21154	Châtillon-sur-Seine	Châtillonnais
21160	Chaume-lès-Baigneux	Calmois
21161	Chaumont-le-Bois	Chaumontois
21162	Chaux	Chaulais
21163	Chazeuil	Chazubéens
21164	Chazilly	Chazilléens
21166	Chenôve	Cheneveliers
21171	Chevigny-Saint-Sauveur	Chevignois
21176	Civry-en-Montagne	Civrotins
21179	Clénay	Clénois
21181	Clomot	Clomois
21190	Corcelles-les-Arts	Corcellois
21192	Corcelles-les-Monts	Corcellois
21193	Corgengoux	Corgengougeois
21199	Corsaint	Corsaintois
21200	Couchey	Couchois
21201	Coulmier-le-Sec	Colombins
21202	Courban	Courbanais
21207	Courlon	Courlonais
21209	Couternon	Courtenonais
21211	Crécey-sur-Tille	Crépétains
21212	Crépand	Crépandais
21214	Crugey	Crugéens
21215	Cuiserey	Cuciriens
21216	Culètre	Culibrais
21222	Cussy-le-Châtel	Cusséens
21223	Daix	Daixois
21227	Darois	Daroisiens
21230	Diénay	Diénaisois
21231	Dijon	Dijonnais
21233	Drambon	Drambonais
21250	Essarois	Essaroyens
21259	Fain-lès-Montbard	Finois
21260	Fain-lès-Moutiers	Finois
21262	Faverolles-lès-Lucey	Faverollais
21263	Fénay	Fédinois
21264	Le Fête	Festois
21265	Fixin	Fixinois
21267	Flagey-Echézeaux	Flageotins
21270	Flavignerot	Flavignerotins
21271	Flavigny-sur-Ozerain	Flavigniens
21273	Fleurey-sur-Ouche	Borbeteils
21275	Foncegrive	Sacrefontains
21278	Fontaine-lès-Dijon	Fontainois
21279	Fontaines-les-Sèches	Fontanois
21282	Forléans	Forléanais
21284	Francheville	Franchevillois
21286	Frénois	Frasnetiens
21292	Genlis	Genlisiens
21294	Gerland	Gerlandais
21295	Gevrey-Chambertin	Gibriaçois
21296	Gevrolles	Gévrollais
21300	Gissey-sur-Ouche	Gisséens
21303	Les Goulles	Gulois
21309	Griselles	Grisellois
21310	Grosbois-en-Montagne	Grosboisiens
21313	Gurgy-le-Château	Castelgurgissois
21315	Hauteville-lès-Dijon	Hautevillois
21316	Heuilley-sur-Saône	Gaillats
21317	Is-sur-Tille	Issois
21319	Izeure	Izeurois
21320	Izier	Izierois
21324	Jeux-lès-Bard	Juscussiens
21325	Jouey	Jouyais
21331	Labergement-lès-Auxonne	Labergementais
21332	Labergement-lès-Seurre	Cafards
21333	Labruyère	Bruérois
21336	Laignes	Laignois
21337	Lamarche-sur-Saône	Lamarchois
21338	Lamargelle	Lamargellois
21339	Lantenay	Baulas
21340	Lanthes	Lanthois
21345	Léry	Liriens
21347	Levernois	Levernoisiens
21350	Lignerolles	Lignerollois
21351	Longchamp	Longchampois
21354	Longecourt-lès-Culêtre	Longecortiens
21356	Losne	Losnais
21357	Louesme	Legismiens
21359	Lucey	Lucéens
21360	Lusigny-sur-Ouche	Lusigniens
21361	Lux	Luxois
21362	Maconge	Macongeois
21363	Magnien	Magniénois
21367	Magny-Montarlot	Magnotins
21368	Magny-lès-Villers	Magnotins
21371	Les Maillys	Maillotins
21373	Mâlain	Mâlinois
21374	Maligny	Maslignois
21379	Marcheseuil	Marcossolais
21390	Marsannay-la-Côte	Marcenaciens
21392	Martrois	Martroisiens
21394	Massingy-lès-Semur	Daguins
21396	Mauvilly	Mavilléens
21402	Menesble	Menesblois
21403	Ménessaire	Ménessarais
21404	Ménétreux-le-Pitois	Ménétriers
21406	Mesmont	Mesmontois
21408	Messigny-et-Vantoux	Messignéens
21412	Meursault	Murisaltiens
21414	Mimeure	Mimeurois
21416	Mirebeau-sur-Bèze	Mirebellois
21418	Moitron	Mentronnois
21420	Molinot	Molinotois
21422	Molphey	Molphinois
21423	Montagny-lès-Beaune	Montinibeaunois
21425	Montbard	Montbardois
21426	Montberthault	Montbertaliciens
21431	Montigny-sur-Armançon	Montignarmanconnais
21438	Montmoyen	Montmoyennais
21444	Mosson	Mossonnais
21445	La Motte-Ternant	Lamotterais
21446	Moutiers-Saint-Jean	Réomois
21447	Musigny	Musiniacois
21449	Nan-sous-Thil	Nanssouthiliens
21451	Nesle-et-Massoult	Neslois
21452	Neuilly-Crimolois	Neuillyens
21454	Nicey	Nicetois
21455	Nod-sur-Seine	Nodéens
21458	Noiron-sous-Gevrey	Noironnais
21473	Ouges	Ougeois
21474	Pagny-la-Ville	Pagnotains
21477	Panges	Pangeois
21478	Pasques	Pasquois
21479	Pellerey	Pilariens
21481	Perrigny-lès-Dijon	Patriniens
21482	Perrigny-sur-l'Ognon	Patriniaciens
21488	Poinçon-lès-Larrey	Poinçonnais
21489	Poiseul-la-Grange	Putéolais
21493	Poncey-lès-Athée	Poncéens
21494	Poncey-sur-l'Ignon	Podentiens
21501	Pouilly-en-Auxois	Polliens
21504	Prâlon	Prâlonnais
21505	Précy-sous-Thil	Précyliens
21510	Prusly-sur-Ource	Prusliens
21512	Puligny-Montrachet	Pulignieusiens
21514	Quemigny-sur-Seine	Cuminiaculiens
21515	Quetigny	Quetignois
21518	Quincy-le-Vicomte	Quinciçois
21519	Recey-sur-Ource	Recéens
21520	Remilly-en-Montagne	Remillois
21521	Remilly-sur-Tille	Rumilliais
21522	Renève	Renévois
21523	Reulle-Vergy	Reullois
21526	Rochefort-sur-Brévon	Rochefortiens
21531	Rouvray	Rouvraisiens
21532	Rouvres-en-Plaine	Roburiens
21538	Saint-Andeux	Andéoliens
21545	Sainte-Colombe-sur-Seine	Colombins
21549	Saint-Germain-le-Rocheux	Rocagermanois
21553	Saint-Jean-de-Bœuf	Beurets
21554	Saint-Jean-de-Losne	Losnais
21555	Saint-Julien	Julianois
21556	Saint-Léger-Triey	Léodégardiens
21558	Sainte-Marie-la-Blanche	Sanmaritains
21559	Sainte-Marie-sur-Ouche	Ouchimariens
21564	Saint-Nicolas-lès-Cîteaux	Nicocistelliens
21566	Saint-Pierre-en-Vaux	Pétrivalois
21567	Saint-Prix-lès-Arnay	Préjectais
21568	Saint-Rémy	Rémigeois
21570	Sainte-Sabine	Saint-Sabinois
21571	Saint-Sauveur	San-Salvatoriens
21573	Saint-Seine-l'Abbaye	Saint-Seinais
21574	Saint-Seine-sur-Vingeanne	Saint-Séquanais
21577	Saint-Usage	Saint-Eusébiens
21578	Saint-Victor-sur-Ouche	Saint-Victoriens
21580	Salmaise	Salmaisiens
21582	Santenay	Santenois
21583	Santosse	Santossiens
21585	Saulon-la-Chapelle	Saulonnais
21590	Savigny-lès-Beaune	Savigniens
21591	Savigny-le-Sec	Savinois
21594	Savoisy	Savoisiens
21595	Savolles	Savolliens
21599	Selongey	Selongéens
21603	Semur-en-Auxois	Semurois
21605	Sennecey-lès-Dijon	Senneçois
21606	Ladoix-Serrigny	Ladoisiens
21610	Soissons-sur-Nacey	Soissonnais
21611	Sombernon	Sombernonais
21615	Sussey	Succisais
21617	Talant	Talantais
21624	Tellecey	Talliciens
21626	Terrefondrée	Terrefondréens
21635	Thoste	Thostois
21639	Tillenay	Tilliniens
21644	Trochères	Trécariens
21646	Trouhaut	Troalliens
21648	Turcey	Turciens
21651	Val-Suzon	Val-Suzonnais
21653	Vannaire	Vannairois
21655	Vanvey	Vanvéens
21657	Varois-et-Chaignot	Varoischaignotins
21659	Vaux-Saules	Saulivallois
21661	Velars-sur-Ouche	Velarsois
21662	Velogny	Veloniens
21663	Venarey-les-Laumes	Laumois
21664	Verdonnet	Véridinacéens
21665	Vernois-lès-Vesvres	Vernoisiens
21666	Vernot	Vernotais
21667	Véronnes	Véronnais
21671	Vertault	Vertellois
21672	Vesvres	Vesvriens
21673	Veuvey-sur-Ouche	Veuveysiens
21674	Veuxhaulles-sur-Aube	Veuxhaullois
21675	Vianges	Viangeais
21676	Vic-de-Chassenay	Viciens
21677	Vic-des-Prés	Vicois
21680	Vielverge	Vielvergeois
21681	Vieux-Château	Véticastriens
21682	Viévigne	Vétivinois
21683	Viévy	Vétivicois
21684	Vignoles	Vinéolois
21685	Villaines-en-Duesmois	Villenéens
21687	Villargoix	Villargosiens
21688	Villars-Fontaine	Fontanivillois
21689	Villars-et-Villenotte	Villersois
21690	Villeberny	Villabraniens
21691	Villebichot	Villebichotains
21692	Villecomte	Villacomitiens
21693	Villedieu	Deipolitains
21694	Villeferry	Villaferriens
21696	Villeneuve-sous-Charigny	Villeneuviens
21698	Villers-la-Faye	Fayavillois
21699	Villers-les-Pots	Potiers
21700	Villers-Patras	Patrasiens
21701	Villers-Rotin	Rotiniens
21702	Villey-sur-Tille	Villicusiens
21703	Villiers-en-Morvan	Morvandivillerais
21704	Villiers-le-Duc	Ducivillerois
21705	Villotte-Saint-Seine	Villottiens
21706	Villotte-sur-Ource	Villottois
21707	Villy-en-Auxois	Villyssois
21709	Viserny	Bottiens
21710	Vitteaux	Vitteliens
21711	Vix	Vixois
21712	Volnay	Volnaysiens
21713	Vonges	Vongiens
21714	Vosne-Romanée	Vosniers
21715	Voudenay	Vuldonais
21716	Vougeot	Vougeotins
21717	Voulaines-les-Templiers	Voulainais
22001	Allineuc	Allineucois
22002	Andel	Andelais
22003	Aucaleuc	Aucaleuens
22004	Bégard	Bégarrois
22005	Belle-Isle-en-Terre	Belleilois
22006	Berhet	Berhetois
22008	Bobital	Bobitalais
22009	Le Bodéo	Bodéosiens
22012	La Bouillie	Lambolliens
22013	Bourbriac	Briacins
22014	Bourseul	Bourseulais
22015	Bréhand	Bréhandais
22018	Brélidy	Brélidiens
22019	Bringolo	Bringolois
22020	Broons	Broonais
22021	Brusvily	Brusviliens
22023	Bulat-Pestivien	Bulatois
22024	Calanhel	Calanhelois
22025	Callac	Callacois
22026	Calorguen	Calorguennais
22027	Le Cambout	Cambutiades
22028	Camlez	Camléziens
22029	Canihuel	Canihuelois
22030	Caouënnec-Lanvézéac	Caouënnecais
22031	Carnoët	Carnoëtois
22032	Caulnes	Caulnais
22033	Caurel	Caurellois
22034	Cavan	Cavannais
22035	Les Champs-Géraux	Campogérosiens
22036	La Chapelle-Blanche	Chapellois
22039	La Chèze	Chéziens
22040	Coadout	Coadoutais
22041	Coatascorn	Coatascornais
22042	Coatréven	Coatrévenais
22043	Coëtlogon	Coëtlogonnais
22045	Cohiniac	Cohiniacais
22047	Corlay	Corlaysiens
22048	Corseul	CuriosolitesouCorsiolites
22049	Créhen	Créhennais
22050	Dinan	Dinannais
22052	Duault	Duaultois
22054	Erquy	Réginéens
22057	Le Faouët	Faouëtiens
22059	Le Fœil	Foeillais
22060	Gausson	Gaussonais
22061	Glomel	Glomelois
22062	Gomené	Gomenéens
22063	Gommenec'h	Gommenechois
22064	Gouarec	Gouarécains
22065	Goudelin	Goudelinais
22067	Grâces	Gracieux
22069	Guenroc	Guenrocois
22070	Guingamp	Guingampais
22071	Guitté	Guittéens
22072	Gurunhuel	Gurunhuellois
22073	La Harmoye	Harmoyens
22074	Le Haut-Corlay	Haut-Corlaysiens
22075	Hémonstoir	Hémonstoriens
22076	Hénanbihen	Hénanbihannais
22077	Hénansal	Hénansalais
22079	Hénon	Hénonnais
22081	Hillion	Hillionnais
22082	Le Hinglé	Hingléziens
22083	Illifaut	Illifautais
22085	Kerbors	Kerborziens
22086	Kerfot	Kerfotais
22087	Kergrist-Moëlou	Kergristois
22088	Kerien	Kérinois
22090	Kermaria-Sulard	Kermarianais
22091	Kermoroc'h	Kermorochois
22092	Kerpert	Kerpertois
22094	Lancieux	Lancieutins
22095	Landebaëron	Landebaëronnais
22109	Lanloup	Lanloupais
22110	Lanmérin	Lanmérinois
22112	Lannebert	Lannebertois
22113	Lannion	Lannionnais
22114	Lanrelas	Lanrelasiens
22115	Lanrivain	Lanrivanais
22116	Lanrodec	Lanrodéciens
22117	Lantic	Lanticais
22121	Lanvollon	Lanvollonnais
22122	Laurenan	Laurenanais
22124	Lescouët-Gouarec	Lescouëtais
22126	Le Leslay	Leslayens
22127	Lézardrieux	Lézardriviens
22128	Locarn	Locarnots
22129	Loc-Envel	Locenvellois
22131	Loguivy-Plougras	Loguiviens
22132	Lohuec	Lohuécois
22133	Loscouët-sur-Meu	Loscouëtais
22134	Louannec	Louannecains
22135	Louargat	Louargatais
22136	Loudéac	Loudéaciens
22137	Maël-Carhaix	Maël-Carhaisiens
22138	Maël-Pestivien	Maëlois
22139	Magoar	Magoariens
22141	Mantallot	Mantallotois
22143	Matignon	Matignonnais
22144	La Méaugon	Méaugonnais
22145	Mégrit	Mégritiens
22146	Mellionnec	Mellionnecais
22147	Merdrignac	Merdrignaciens
22148	Mérillac	Mérillaciens
22149	Merléac	Merléaciens
22150	Le Merzer	Merzeriens
22152	Minihy-Tréguier	Minihens
22153	Moncontour	Moncontourais
22155	La Motte	Mottérieux
22156	Moustéru	Moustérusiens
22157	Le Moustoir	Moustoiriens
22160	Noyal	Noyalais
22161	Pabu	Pabuais
22162	Paimpol	Paimpolais
22163	Paule	Paulois
22164	Pédernec	Pédernecois
22165	Penguily	Penguilais
22166	Penvénan	Penvénanais
22168	Perros-Guirec	Perrosiens
22169	Peumerit-Quintin	Peumeritois
22170	Plaine-Haute	Plénaltais
22171	Plaintel	Plaintelais
22172	Plancoët	Plancoëtins
22174	Pléboulle	Pléboullais
22175	Plédéliac	Plédéliacais
22176	Plédran	Plédranais
22177	Pléguien	Pléguinais
22178	Pléhédel	Pléhédelais
22179	Fréhel	Fréhelois
22180	Plélan-le-Petit	Plélanais
22181	Plélauff	Plélauffiens
22182	Plélo	Plélotins
22184	Plémy	Plémytains
22185	Plénée-Jugon	Plénéens
22186	Pléneuf-Val-André	Pléneuviens
22187	Plérin	Plérinais
22188	Plerneuf	Plerneucois
22189	Plésidy	Plésidiens
22190	Pleslin-Trigavou	Pleslinois
22193	Plestan	Plestannais
22194	Plestin-les-Grèves	Plestinais
22196	Pleudaniel	Pleudanielais
22197	Pleudihen-sur-Rance	Pleudihennais
22198	Pleumeur-Bodou	Pleumeurois
22199	Pleumeur-Gautier	Pleumeuriens
22200	Pléven	Plévennais
22202	Plévin	Plévinois
22204	Ploëzal	Ploëzalais
22205	Plorec-sur-Arguenon	Plorecois
22207	Plouaret	Plouarétais
22208	Plouasne	Plouasnais
22210	Ploubazlanec	Ploubazlanecains
22211	Ploubezre	Ploubezriens
