COM	NOM_COM	GENTILE
40326	Vielle-Saint-Girons	VieilloisetSaint-Gironnais
40327	Vielle-Soubiran	Vielle-Soubiranais
40328	Vieux-Boucau-les-Bains	Boucalais
40329	Le Vignau	Vignalais
40330	Villenave	Villenavais
40331	Villeneuve-de-Marsan	Villeneuvois
40333	Ygos-Saint-Saturnin	Ygossais
40334	Yzosse	Yzossais
41002	Angé	Angéens
41003	Areines	Areinais
41004	Artins	Artinois
41006	Autainville	Autainvillois
41007	Authon	Authonais
41008	Avaray	Avaraysiens
41009	Averdon	Averdonnais
41010	Azé	Azéens
41012	Baillou	Bailloutains
41013	Bauzy	Bauziens
41016	Billy	Billois
41018	Blois	Blésois
41020	Bonneveau	Bonnevatiers
41022	Bouffry	Bofericiens
41024	Boursay	Bourséens
41025	Bracieux	Braciliens
41026	Brévainville	Brévainvillois
41027	Briou	Berruyais
41028	Busloup	Bucilliens
41029	Candé-sur-Beuvron	Candéens
41030	Cellé	Celléens
41031	Cellettes	Cellettois
41032	Chailles	Chaillois
41034	Chambord	Chambourdins
41035	Champigny-en-Beauce	Campiniocois
41036	Chaon	Chaonnais
41037	La Chapelle-Enchérie	Chapelle-Enchéricois
41038	La Chapelle-Montmartin	Chapellois
41039	La Chapelle-Saint-Martin-en-Plaine	Chapellois
41040	La Chapelle-Vendômoise	Capelloviciens
41042	Châteauvieux	Castelviezins
41043	Châtillon-sur-Cher	Châtillonnais
41044	Châtres-sur-Cher	Castrais
41045	Chaumont-sur-Loire	Chaumontais
41046	Chaumont-sur-Tharonne	Chaumontais
41047	La Chaussée-Saint-Victor	Chausséens
41049	Chémery	Chémerois
41050	Cheverny	Chevernois
41051	Chissay-en-Touraine	Chisséens
41052	Chitenay	Castanéens
41053	Choue	Chouettons
41054	Choussy	Chousséens
41060	Cormenon	Cormenonais
41061	Cormeray	Cormeraisiens
41062	Couddes	Couddois
41065	Coulommiers-la-Tour	Columériens
41067	Cour-Cheverny	Courchois
41068	Courmemin	Courmeminois
41072	Crucheray	Cruchérois
41073	Danzé	Danzéens
41074	Dhuizon	Dhuizonnais
41079	Les Essarts	Essartiens
41080	Faverolles-sur-Cher	Faverollais
41083	La Ferté-Beauharnais	Fertésiens
41084	La Ferté-Imbault	Fertois
41089	La Fontenelle	Fontenellois
41090	Fortan	Fortanais
41091	Fossé	Fosséens
41093	Françay	Francillons
41094	Fresnes	Fresnois
41095	Fréteval	Frétevalois
41097	Gièvres	Gièvrois
41098	Gombergean	Gombergeanais
41100	Les Hayes	Hayiens
41101	Herbault	Herbaltois
41102	Houssay	Housséens
41103	Huisseau-en-Beauce	Huissellois
41104	Huisseau-sur-Cosson	Huisselois
41105	Josnes	Josnesiens
41106	Lamotte-Beuvron	Lamottois
41107	Lancé	Lancéens
41108	Lancôme	Lancômois
41109	Landes-le-Gaulois	Landais
41112	Lassay-sur-Croisne	Lasséens
41113	Lavardin	Lavardinois
41114	Lestiou	Gobions
41115	Lignières	Ligniérois
41116	Lisle	Lislois
41120	Lunay	Lunotiers
41123	Marchenoir	Marchenégrosiens
41124	Marcilly-en-Beauce	Marcilliaciens
41125	Marcilly-en-Gault	Marcigaultais
41126	Mareuil-sur-Cher	Mareuillais
41129	Maslives	Maslivois
41131	Mazangé	Mazangéens
41132	Méhers	Méherois
41134	Menars	Ménarsois
41135	Mennetou-sur-Cher	Monestois
41136	Mer	Merois
41137	Mesland	Meslandais
41140	Millançay	Millancois
41141	Moisy	Messiens
41143	Mondoubleau	Mondoublotiers
41144	Monteaux	Monthéobaldiens
41145	Monthou-sur-Bièvre	Montholiens
41146	Monthou-sur-Cher	Montholiens
41147	Les Montils	Montilois
41148	Montlivault	Montlivaltais
41149	Montoire-sur-le-Loir	Montoiriens
41150	Mont-près-Chambord	Montais
41154	Morée	Moréens
41155	Muides-sur-Loire	Muidois
41156	Mulsans	Mulsanais
41157	Mur-de-Sologne	Murois
41158	Naveil	Naveillois
41159	Neung-sur-Beuvron	Nugdunois
41163	Nourray	Nourréens
41164	Noyers-sur-Cher	Nucériens
41166	Oisly	Auciliussois
41168	Orçay	Orçayais
41172	Ouzouer-le-Doyen	Oratoriens
41175	Pezou	Pezoviens
41176	Pierrefitte-sur-Sauldre	Pierrefittois
41179	Le Poislay	Poislaysiens
41180	Pontlevoy	Pontileviens
41181	Pouillé	Pouillassons
41182	Pray	Prayens
41184	Prunay-Cassereau	Prunaisiens
41185	Pruniers-en-Sologne	Prunellois
41186	Rahart	Rahartois
41187	Renay	Renéens
41190	Rocé	Rocéens
41194	Romorantin-Lanthenay	Romorantinais
41198	Saint-Aignan	Saint-Aignanais
41199	Saint-Amand-Longpré	Saint-Amandinois
41200	Sainte-Anne	Saintannois
41201	Saint-Arnoult	Saint-Arnoldiens
41204	Saint-Claude-de-Diray	Saint-Claudins
41205	Saint-Cyr-du-Gault	Saint-Cyriens
41207	Saint-Dyé-sur-Loire	Déodatiens
41209	Saint-Firmin-des-Prés	Saint-Firminois
41211	Saint-Georges-sur-Cher	Saint-Georgiens
41212	Saint-Gervais-la-Forêt	Gervaisiens
41213	Saint-Gourgon	Saint-Gourgonnais
41214	Saint-Hilaire-la-Gravelle	Saint-Hilairiens
41215	Saint-Jacques-des-Guérets	Jacqueguérétois
41218	Saint-Julien-sur-Cher	Juliennois
41219	Saint-Laurent-des-Bois	Laurençaux
41220	Saint-Laurent-Nouan	Laurentais
41221	Saint-Léonard-en-Beauce	Léonardunois
41222	Saint-Loup	Saint-Lupéens
41223	Saint-Lubin-en-Vergonnois	Saint-Lubinois
41225	Saint-Martin-des-Bois	Saint-Martinois
41226	Saint-Ouen	Audoniens
41228	Saint-Rimay	Richémériens
41229	Saint-Romain-sur-Cher	Saint-Romanais
41230	Saint-Sulpice-de-Pommeray	Saint-Sulpiciens
41231	Saint-Viâtre	Saint-Viâtrais
41232	Salbris	Salbrisiens
41233	Sambin	Sambinois
41234	Santenay	Santenois
41235	Sargé-sur-Braye	Sargetiers
41237	Sassay	Sassayens
41238	Savigny-sur-Braye	Saviniens
41239	Seigy	Seigyssois
41241	Selles-Saint-Denis	Sellois
41242	Selles-sur-Cher	Sellois
41243	Selommes	Selommois
41245	Séris	Sérisois
41246	Seur	Seurois
41247	Soings-en-Sologne	Sotomagiens
41249	Souesmes	Souesmois
41250	Sougé	Sougéens
41252	Suèvres	Sodobriens
41253	Talcy	Talcéins
41254	Le Temple	Templiers
41256	Theillay	Theillois
41258	Thésée	Théséens
41259	Thoré-la-Rochette	Thoréens
41260	Thoury	Thouryssois
41261	Tourailles	Touraillons
41265	Troo	Troïens
41266	Valaire	Valairiens
41267	Vallières-les-Grandes	Valleriens
41268	Veilleins	Veilleinsois
41269	Vendôme	Vendômois
41271	Vernou-en-Sologne	Vernussois
41273	Vievy-le-Rayé	Vieuviquois
41274	Villavard	Villardinois
41275	La Ville-aux-Clercs	Villauclergeois
41277	Villebout	Villeboutois
41278	Villechauve	Villacalvitiens
41279	Villedieu-le-Château	Théopolitains
41280	Villefranche-sur-Cher	Francvillois
41286	Villeporcher	Villeporcherois
41287	Villerable	Villerablais
41288	Villerbon	Villerbonais
41290	Villeromain	Villeromanois
41291	Villetrun	Villetrunois
41294	Villiers-sur-Loir	Villiersois
41295	Vineuil	Vinoliens
41296	Vouzon	Vouzonnais
41297	Yvoy-le-Marron	Capraisiens
42001	Aboën	Abrienais
42002	Ailleux	Ailleutains
42003	Ambierle	Ambierlois
42005	Andrézieux-Bouthéon	Andréziens-Bouthéonnais
42006	Apinac	Apinaquois
42007	Arcinges	Blottis
42008	Arcon	Arconais
42009	Arthun	Arthunois
42010	Aveizieux	Aveizieudaires
42011	Balbigny	Balbignois
42012	Bard	Bardois
42013	Bellegarde-en-Forez	Bellegardois
42014	Belleroche	Bellerochons
42015	Belmont-de-la-Loire	Belmontais
42016	La Bénisson-Dieu	Bayerots
42017	Le Bessat	Bessataires
42018	Bessey	Besserots
42020	Boisset-lès-Montrond	Boissetaires
42021	Boisset-Saint-Priest	GrolesouAyasses
42022	Bonson	Bonsonnais
42023	Bourg-Argental	Bourguisans
42025	Boyer	Boyerots
42026	Briennon	Briennonais
42027	Bully	Bullyçois
42028	Burdignes	Burdinands
42029	Bussières	Bussiérois
42032	Cellieu	Cellieutaires
42033	Le Cergne	Cergnerots
42034	Cervières	Cerveras
42035	Cezay	Cezelens
42036	Chagnon	Chagnotaires
42037	Chalain-d'Uzore	Chalinois
42038	Chalain-le-Comtal	Chalainois
42040	La Chamba	Chambaciens
42041	Chambéon	Chambéonnais
42042	Chambles	Chamblous
42043	Chambœuf	Chambutaires
42044	Le Chambon-Feugerolles	Chambonnaires
42045	La Chambonie	Chambougnats
42046	Champdieu	Champdieulats
42047	Champoly	Champélois
42048	Chandon	Chandonnais
42049	Changy	Changynois
42050	La Chapelle-en-Lafaye	Chapelois
42051	La Chapelle-Villars	Chapelards
42052	Charlieu	Charliendins
42053	Châteauneuf	Castelneuviens
42054	Châtelneuf	Castelnevins
42055	Châtelus	Châteludaires
42056	Chavanay	Chavanois
42058	Chazelles-sur-Lavieu	Chazellards
42059	Chazelles-sur-Lyon	Chazellois
42061	Cherier	Chausseterrois
42062	Chevrières	Chevrotins
42063	Chirassimont	Casamontois
42064	Chuyer	Chuyards
42065	Civens	Civensois
42066	Cleppé	Clepperots
42067	Colombier	Croquants
42068	Combre	Combrisards
42069	Commelle-Vernay	Commellois
42070	Cordelle	Cordellois
42071	Le Coteau	Costellois
42073	Cottance	Cottançois
42074	Coutouvre	Coutouvrais
42075	Craintilleux	Craintillois
42076	Cremeaux	Cremeausiens
42077	Croizet-sur-Gand	Croizetois
42078	Le Crozet	Crozetais
42079	Cuinzier	Cuinzerots
42081	Cuzieu	Cuzieutaires
42083	Dargoire	Dargoriens
42085	Doizieux	Doizerains
42089	Essertines-en-Châtelneuf	Essertinois
42090	Essertines-en-Donzy	Essertinois
42091	Estivareilles	Estivaliens
42093	Farnay	Farnayrots
42094	Feurs	Foréziens
42095	Firminy	Appelous
42096	Fontanès	Fontaniards
42097	La Fouillouse	Feuillantins
42098	Fourneaux	Fourneausiens
42099	Fraisses	Fraissillous
42100	La Gimond	Gimoniots
42101	Graix	Grêlans
42102	Grammond	Grammoniots
42103	La Grand-Croix	Grand-Croisiens
42104	La Gresle	Greslois
42105	Grézieux-le-Fromental	Grézolois
42107	Gumières	Gumièrois
42108	L'Hôpital-le-Grand	Hospitaliers
42109	L'Hôpital-sous-Rochefort	Pitarlas
42110	L'Horme	Hormois
42112	Jarnosse	Jarnossiens
42113	Jas	Jaséens
42116	Juré	Jurésiens
42118	Lay	Layens
42119	Leigneux	Leigneusiens
42120	Lentigny	Lentignois
42122	Lézigneux	Lézignolais
42123	Lorette	Lorettois
42124	Lupé	Lupéens
42125	Luré	Lurélois
42126	Luriecq	Luriecquois
42127	Mably	Mablyrots
42128	Machézal	Malécazaliens
42129	Maclas	Maclaires
42130	Magneux-Haute-Rive	Magneulats
42131	Maizilly	Maizillons
42133	Marcenod	Marcenodaires
42134	Marcilly-le-Châtel	Marcillois
42135	Marclopt	Marcloptaires
42136	Marcoux	Marcousats
42138	Maringes	Maringeons
42139	Marlhes	Marlhiens
42141	Mars	Moraillons
42143	Mizérieux	Mizérois
42145	Montagny	Montagnards
42146	Montarcher	Archimontois
42147	Montbrison	Montbrisonnais
42148	Montchal	Montchaliens
42149	Montrond-les-Bains	Montrondais
42150	Montverdun	Montverdunois
42151	Mornand-en-Forez	Mornandais
42152	Nandax	Nanderots
42153	Neaux	Novaliens
42154	Néronde	Nérondois
42155	Nervieux	Nervieuxins
42156	Neulise	Neulisiens
42157	Noailly	Noaillerots
42158	Les Noës	Noësiens
42159	Noirétable	Nétrablais
42161	Notre-Dame-de-Boisset	Boscois
42162	Ouches	Ouchois
42164	Palogneux	Palognas
42165	Panissières	Panissièrois
42166	Parigny	Parignyciens
42167	Pavezin	Pavezinois
42168	Pélussin	Pélussinois
42169	Périgneux	Pérignois
42170	Perreux	Pariodins
42171	Pinay	Pinayons
42172	Planfoy	Planfoyards
42174	Poncins	Poncinois
42175	Pouilly-lès-Feurs	Pouillerots
42176	Pouilly-les-Nonains	Pouillerots
42177	Pouilly-sous-Charlieu	Pouillerots
42178	Pradines	Pradinois
42179	Pralong	Pralonais
42180	Précieux	Prescussériens
42181	Régny	Régnycois
42182	Renaison	Renaisonnais
42183	La Ricamarie	Ricamandois
42184	Riorges	Riorgeois
42185	Rivas	Rivatiers
42186	Rive-de-Gier	Ripagériens
42187	Roanne	Roannais
42188	Roche	Rochelois
42189	Roche-la-Molière	Rouchons
42192	Rozier-Côtes-d'Aurec	Roziérois
42193	Rozier-en-Donzy	Rozierois
42194	Sail-les-Bains	Saillois
42195	Sail-sous-Couzan	Couzanais
42196	Sainte-Agathe-en-Donzy	Saint-Agathois
42197	Sainte-Agathe-la-Bouteresse	Saint-Agathois
42198	Saint-Alban-les-Eaux	Albanais
42199	Saint-André-d'Apchon	Apchonnais
42200	Saint-André-le-Puy	Podoandréens
42202	Saint-Barthélemy-Lestra	Godelons
42204	Saint-Bonnet-le-Château	Cacamerlots
42206	Saint-Bonnet-les-Oules	Saint-Bonnétaires
42207	Saint-Chamond	Couramiauds
42208	Saint-Christo-en-Jarez	Christodaires
42209	Sainte-Colombe-sur-Gand	Colombins
42210	Sainte-Croix-en-Jarez	Cartusiens
42211	Saint-Cyprien	Cypriennois
42212	Saint-Cyr-de-Favières	Saint-Cyriens
42213	Saint-Cyr-de-Valorges	Saint-Cyriens
42215	Saint-Denis-de-Cabanne	Dionysiens
42216	Saint-Denis-sur-Coise	Saint-Dounières
42217	Saint-Didier-sur-Rochefort	Désidériens
42221	Sainte-Foy-Saint-Sulpice	Fidésiens
42222	Saint-Galmier	Baldomériens
42223	Saint-Genest-Lerpt	Lerptiens
42224	Saint-Genest-Malifaux	Genésiens
42225	Genilac	Genilacois
42227	Saint-Georges-en-Couzan	Saint-Georgiens
42230	Saint-Germain-Laval	Germanois
42232	Saint-Haon-le-Châtel	Saint-Haonnois
42233	Saint-Haon-le-Vieux	Saint-Haonnois
42234	Saint-Héand	Héandais
42237	Saint-Jean-Bonnefonds	Saint-Jeandaires
42241	Saint-Jodard	Gildariens
42242	Saint-Joseph	Saint-Josephois
42243	Saint-Julien-d'Oddes	Juliénois
42246	Saint-Julien-Molin-Molette	Piraillons
42247	Saint-Just-en-Bas	Saint-Justois
42248	Saint-Just-en-Chevalet	Saint-Jurauds
42251	Saint-Laurent-la-Conche	Laurentins
42253	Saint-Léger-sur-Roanne	Ligérots
42254	Saint-Marcel-de-Félines	Félinois
42260	Saint-Martin-la-Sauveté	Saint-Martinois
42261	Saint-Martin-Lestra	Saint-Martinois
42262	Saint-Maurice-en-Gourgois	Gargomançois
42264	Saint-Médard-en-Forez	San-Miardères
42267	Saint-Nizier-sous-Charlieu	Nizois
42270	Saint-Paul-en-Cornillon	Cornillonais
42271	Saint-Paul-en-Jarez	Sampoutaires
42274	Saint-Polgues	Saint-Polguais
42279	Saint-Just-Saint-Rambert	Pontrambertois
42280	Saint-Régis-du-Coin	Cointarants
42284	Saint-Romain-la-Motte	Saint-Romanais
42285	Saint-Romain-le-Puy	Romanais
42286	Saint-Romain-les-Atheux	San-Roumi
42287	Saint-Sauveur-en-Rue	San-Salvatoriens
42288	Saint-Sixte	Saint-Sixtois
42289	Saint-Symphorien-de-Lay	Symphorinois
42290	Saint-Thomas-la-Garde	Thomasiens
42293	Saint-Victor-sur-Rhins	Saint-Victoriens
42294	Saint-Vincent-de-Boisset	Vincentinois
42295	Les Salles	Salards
42297	Salvizinet	Salvizinois
42298	Sauvain	Sauvagnards
42299	Savigneux	Savignolais
42300	Sevelinges	Sevelingeois
42302	Sorbiers	Sorbérans
42303	Souternon	Souternois
42304	Sury-le-Comtal	Suriquois
42305	La Talaudière	Talaudiérois
42308	La Terrasse-sur-Dorlay	PontairesouDorlaisiens
42310	Thélis-la-Combe	Thélinands
42311	La Tour-en-Jarez	Tourangeois
42312	La Tourette	Tourtous
42313	Trelins	Trelinois
42315	Unias	Uniassiens
42316	Unieux	Unieutaires
42317	Urbise	Urbisois
42318	Usson-en-Forez	Ussonnais
42319	Valeille	Valeillois
42320	Valfleury	Valfleurantins
42322	La Valla-en-Gier	Vallauds
42323	Veauche	Veauchois
42324	Veauchette	Veauchetaires
42325	Vendranges	Vendrangeois
42326	Véranne	Vérannaires
42327	Vérin	Vérinois
42328	Verrières-en-Forez	Verriériens
42329	La Versanne	Rhutiangers
42331	Villemontais	Villemontois
42333	Villers	Villersois
42334	Violay	Violaysiens
42335	Viricelles	Viriciauds
42336	Virigneux	Virignères
42337	Vivans	Vivanais
42338	Vougy	Vougerots
42339	Chausseterre	Chausseterriens
43001	Agnat	Agnatois
43002	Aiguilhe	Aiguilhais
43003	Allègre	Allegrats
43004	Alleyrac	Alleyracois
43007	Araules	Araulais
43008	Arlempdes	Arlempdois
43010	Arsac-en-Velay	Arsacois
43012	Aurec-sur-Loire	Aurecois
43014	Autrac	Autracois
43016	Auzon	Auzonnais
43017	Azérat	Azératois
43018	Bains	Bainsois
43019	Barges	Bargeois
43020	Bas-en-Basset	Bassois
43021	Beaulieu	Beyots
43024	Beaux	Béaliens
43025	Beauzac	Beauzacois
43026	Bellevue-la-Montagne	Bellimontains
43030	Blanzac	Blanzacois
43031	Blassac	Blassadiers
43032	Blavozy	Blavoziens
43033	Blesle	Bleslois
43034	Boisset	Boissetous
43035	Bonneval	Bonnevalois
43036	Borne	Bornais
43037	Le Bouchet-Saint-Nicolas	Bouchitois
43038	Bournoncle-Saint-Pierre	Bournonclois
43039	Le Brignon	Brignonais
43040	Brioude	Brivadois
43041	Brives-Charensac	Brivois
43042	Cayres	Cayrois
43043	Céaux-d'Allègre	Cellens
43045	Ceyssac	Ceyssacois
43046	Chadrac	Chadracois
43047	Chadron	Chadronnais
43048	La Chaise-Dieu	Casadéens
43049	Chamalières-sur-Loire	Chamaliérois
43051	Le Chambon-sur-Lignon	Chambonnais
43052	Champagnac-le-Vieux	Champagnacois
43056	Chanteuges	Chanteugeois
43058	La Chapelle-d'Aurec	Chapelous
43059	La Chapelle-Geneste	Chapellons
43061	Chaspinhac	Chaspinhacois
43062	Chaspuzac	Chaspuzacois
43065	Chastel	Chastelous
43066	Chaudeyrolles	Chaudeyrollais
43067	Chavaniac-Lafayette	Chavaniacois
43069	Chenereilles	Chenereillois
43070	Chilhac	Chilhacois
43071	Chomelix	Chalméliens
43072	La Chomette	Chomettois
43074	Cohade	Cohadoux
43075	Collat	Collafois
43076	Connangles	Connanglois
43077	Costaros	Costarossiens
43078	Coubon	Coubonais
43080	Craponne-sur-Arzon	Craponnais
43084	Cussac-sur-Loire	Cussacois
43086	Domeyrat	Domeyratois
43087	Dunières	Dunièrois
43089	Espaly-Saint-Marcel	Espaviots
43091	Les Estables	Establains
43092	Fay-sur-Lignon	Faynois
43093	Félines	Félinois
43094	Ferrussac	Ferrussacois
43095	Fix-Saint-Geneys	Fixois
43096	Fontannes	Fontannois
43099	Frugerès-les-Mines	Frugérois
43101	Goudet	Goudetois
43102	Grazac	Grazacois
43105	Javaugues	Javauguois
43106	Jax	Jaxous
43108	Jullianges	Julliangeois
43109	Lafarre	Farrous
43110	Lamothe	Lamothois
43111	Landos	Landossiens
43112	Langeac	Langeadois
43113	Lantriac	Lantriacois
43114	Lapte	Laptois
43115	Laussonne	Laussonnais
43116	Laval-sur-Doulon	Lavallois
43117	Lavaudieu	Lavadéens
43118	Lavoûte-Chilhac	Lavoutois
43119	Lavoûte-sur-Loire	Lavoutois
43122	Lissac	Lissacois
43123	Lorlanges	Lorlangeais
43124	Loudes	Loudois
43125	Lubilhac	Lubilhacois
43126	Malrevers	Malreversois
43127	Malvalette	Malvalettois
43128	Malvières	Malvièrois
43129	Le Mas-de-Tence	Mas-Tençois
43130	Mazet-Saint-Voy	Mazetois
43134	Mézères	Mézèrois
43135	Le Monastier-sur-Gazeille	Monastérois
43137	Monistrol-sur-Loire	Monistroliens
43138	Monlet	Monletois
43141	Montfaucon-en-Velay	Montfauconnais
43142	Montregard	Morganais
43144	Moudeyres	Moudeyrois
43147	Paulhac	Paulhacois
43148	Paulhaguet	Paulhaguétois
43149	Pébrac	Pipéraçois
43150	Le Pertuis	Pertuisiens
43151	Pinols	Pinolais
43152	Polignac	Polignacois
43153	Pont-Salomon	Pontois
43154	Pradelles	Pradelains
43156	Présailles	Présaillous
43157	Le Puy-en-Velay	Ponots
43159	Raucoules	Raucoulois
43162	Retournac	Retournacois
43163	Riotord	Riotordois
43165	Rosières	Rosiérois
43174	Saint-Christophe-sur-Dolaison	Saint-Christophoriens
43177	Saint-Didier-en-Velay	Désidériens
43178	Saint-Didier-sur-Doulon	Saindiérois
43184	Saint-Ferréol-d'Auroure	San-Ferrois
43185	Sainte-Florine	Florinois
43186	Saint-Front	Saint-Frontains
43187	Saint-Geneys-près-Saint-Paulien	Geneysiens
43188	Saint-Georges-d'Aurac	Auracois
43189	Saint-Georges-Lagricol	Saint-Georgeois
43190	Saint-Germain-Laprade	Saint-Germinois
43195	Saint-Ilpize	Saint-Ilpiziens
43199	Saint-Jeures	Saint-Jeurois
43200	Saint-Julien-Chapteuil	Capitoliens
43201	Saint-Julien-d'Ance	Ancelois
43203	Saint-Julien-du-Pinet	Julipinois
43205	Saint-Just-Malmont	Saint-Justaires
43211	Saint-Maurice-de-Lignon	Saint-Mauriçois
43212	Saint-Pal-de-Chalencon	Saint-Palous
43213	Saint-Pal-de-Mons	San-Palous
43214	Saint-Pal-de-Senouire	Saint-Palins
43216	Saint-Paulien	Ruessiens
43217	Saint-Pierre-du-Champ	Campopedrociliens
43220	Saint-Préjet-d'Allier	Saint-Priestois
43221	Saint-Privat-d'Allier	Privatois
43223	Saint-Romain-Lachalm	San-Roumis
43224	Sainte-Sigolène	Sigolénois
43226	Saint-Vert	Saint-Vertois
43227	Saint-Victor-Malescours	Saint-Vitournaires
43229	Saint-Vidal	Valladiers
43231	Salettes	Salettois
43234	Saugues	Sauguains
43236	La Séauve-sur-Semène	Séauvois
43237	Sembadel	Sembadelois
43238	Séneujols	Séneujolais
43239	Siaugues-Sainte-Marie	Siauguains
43240	Solignac-sous-Roche	Solignacois
43241	Solignac-sur-Loire	Solignacois
43244	Tence	Tençois
43245	Thoras	Thorassiens
43246	Tiranges	Tirangeois
43251	Vals-près-le-Puy	Valladiers
43252	Varennes-Saint-Honorat	Varennous
43253	Les Vastres	Vastrous
43256	Venteuges	Venteugeois
43257	Vergezac	Vergezacois
43258	Vergongheon	Vergongheonnais
43262	Vieille-Brioude	Brivadois
43265	Les Villettes	Villettois
43267	Vorey	Voreysiens
43268	Yssingeaux	Yssingelais
44001	Abbaretz	Abbarois
44002	Aigrefeuille-sur-Maine	Aigrefeuillais
44006	Assérac	Asséracais
44007	Avessac	Avessacais
44009	Basse-Goulaine	Goulainais
44010	Batz-sur-Mer	Batziens
44012	La Bernerie-en-Retz	Berneriens
44013	Besné	Besnétins
44014	Le Bignon	Bignonnais
44015	Blain	Blinois
44016	La Boissière-du-Doré	Boissiériens
44018	Bouaye	Boscéens
44019	Bouée	Bouésiens
44020	Bouguenais	Bouguenaisiens
44022	Boussay	Boussirons
44023	Bouvron	Bouvronnais
44024	Brains	Brennois
44025	Campbon	Campbonnais
44026	Carquefou	Carquefoliens
44027	Casson	Cassonnais
44028	Le Cellier	Cellariens
44030	La Chapelle-des-Marais	MaraisChapelains
44031	La Chapelle-Glain	Glainois
44032	La Chapelle-Heulin	Heulinois
44033	La Chapelle-Launay	Capellaunésiens
44035	La Chapelle-sur-Erdre	Chapelains
44036	Châteaubriant	Castelbriantais
44037	Château-Thébaud	Castelthébaldais
44038	Chauvé	Chauvéens
44039	Cheix-en-Retz	Cheixois
44041	La Chevrolière	Chevrolliens
44043	Clisson	Clissonnais
44044	Conquereuil	Conquereuillais
44045	Cordemais	Cordemaisiens
44046	Corsept	Corseptins
44047	Couëron	Coueronnais
44048	Couffé	Coufféens
44049	Le Croisic	Croisicais
44051	Derval	Dervalais
44052	Donges	Dongeois
44053	Drefféac	Drefféens
44054	Erbray	Erbréens
44055	La Baule-Escoublac	Baulois
44056	Fay-de-Bretagne	Fayens
44057	Fégréac	Fégréacais
44058	Fercé	Fercéens
44061	Frossay	Frossetains
44062	Le Gâvre	Gâvrais
44063	Gétigné	Gétignois
44064	Gorges	Gorgeois
44065	Grand-Auverné	Alvernes
44066	Grandchamps-des-Fontaines	Grandchampenois
44067	Guémené-Penfao	Guémenéens
44068	Guenrouet	Guérinois
44069	Guérande	Guérandais
44071	Haute-Goulaine	Goulainais
44072	Herbignac	Herbignacais
44073	Héric	Héricois
44074	Indre	Indrais
44075	Issé	Isséens
44076	Jans	Janséens
44077	Joué-sur-Erdre	Jovéens
44078	Juigné-des-Moutiers	Juignéens
44079	Le Landreau	Landréens
44081	Legé	Legéens
44082	Ligné	Lignéens
44083	La Limouzinière	Limouzins
44084	Le Loroux-Bottereau	Lorousains
44085	Louisfert	Locfériens
44086	Lusanger	Lusancéens
44089	Malville	Malvillois
44090	La Marne	Marnais
44091	Marsac-sur-Don	Marsacais
44092	Massérac	Masséracéens
44094	Mauves-sur-Loire	Malviens
44095	La Meilleraye-de-Bretagne	Meilleréens
44096	Mésanger	Mesangéens
44097	Mesquer	Mesquerais
44098	Missillac	Missillacais
44099	Moisdon-la-Rivière	Moisdonnais
44100	Monnières	Monniérois
44101	La Montagne	Montagnards
44102	Montbert	Montbertains
44103	Montoir-de-Bretagne	Montoirins
44104	Montrelais	Montrelaisiens
44105	Mouais	Mouaisiens
44106	Les Moutiers-en-Retz	Monastériens
44107	Mouzeil	Mouzeillais
44108	Mouzillon	Mouzillonnais
44109	Nantes	Nantais
44110	Nort-sur-Erdre	Nortais
44111	Notre-Dame-des-Landes	Landais
44112	Noyal-sur-Brutz	Noyalais
44113	Nozay	Nozéens
44114	Orvault	Orvaltais
44115	Oudon	Oudonnais
44116	Paimbœuf	Paimblotins
44117	Le Pallet	Palletais
44118	Pannecé	Pannecéens
44119	Paulx	Palucéens
44120	Le Pellerin	Pellerinais
44121	Petit-Auverné	Alvernes
44122	Petit-Mars	Marsiens
44123	Pierric	Pierricais
44124	Le Pin	Pinois
44125	Piriac-sur-Mer	Piriacais
44126	La Plaine-sur-Mer	Plainais
44127	La Planche	Planchots
44128	Plessé	Plesséens
44129	Pontchâteau	Pontchâtelains
44130	Pont-Saint-Martin	Martipontains
44131	Pornic	Pornicais
44132	Pornichet	Pornichétins
44134	Pouillé-les-Côteaux	Cotellois
44135	Le Pouliguen	Pouliguennais
44136	Préfailles	Préfaillais
44137	Prinquiau	Prinquelais
44138	Puceul	Puceulois
44139	Quilly	Quillerons
44140	La Regrippière	Regrippiérois
44141	La Remaudière	Remaudièrois
44142	Remouillé	Remouilléens
44143	Rezé	Rezéens
44144	Riaillé	Riailléens
44145	Rouans	Rouansais
44148	Ruffigné	Ruffignolais
44149	Saffré	Saffréens
44150	Saint-Aignan-Grandlieu	Aignanais
44151	Saint-André-des-Eaux	Andréanais
44152	Sainte-Anne-sur-Brivet	Brivetains
44154	Saint-Brevin-les-Pins	Brévinois
44155	Saint-Colomban	Colombanais
44156	Corcoué-sur-Logne	Corcouéens
44159	Saint-Fiacre-sur-Maine	Saint-Fiacrais
44161	Saint-Gildas-des-Bois	Gildasiens
44162	Saint-Herblain	Herblinois
44164	Saint-Hilaire-de-Chaléons	Chaléonnais
44165	Saint-Hilaire-de-Clisson	Hilairois
44166	Saint-Jean-de-Boiseau	Boiséens
44168	Saint-Joachim	Briérons
44170	Saint-Julien-de-Vouvantes	Vouvantais
44171	Saint-Léger-les-Vignes	Légériens
