id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;urbanisme;urbanisme_est_territoire_ressource;autres;autres_1_nom_de_laction;autres_1_etat_davancement;autres_1_est_ressource;autres_1_resultat_attendu;autres_1_resultat_atteint;autres_1_descriptif;autres_2_nom_de_laction;autres_2_etat_davancement;autres_2_est_ressource;autres_2_resultat_attendu;autres_2_resultat_atteint;autres_2_descriptif;autres_3_nom_de_laction;autres_3_etat_davancement;autres_3_est_ressource;autres_3_resultat_attendu;autres_3_resultat_atteint;autres_3_descriptif;autres_4_nom_de_laction;autres_4_etat_davancement;autres_4_est_ressource;autres_4_resultat_attendu;autres_4_resultat_atteint;autres_4_descriptif;autres_5_nom_de_laction;autres_5_etat_davancement;autres_5_est_ressource;autres_5_resultat_attendu;autres_5_resultat_atteint;autres_5_descriptif;logistique;logistique_1_nom_de_laction;logistique_1_etat_davancement;logistique_1_est_ressource;logistique_1_resultat_attendu;logistique_1_resultat_atteint;logistique_1_descriptif;logistique_2_nom_de_laction;logistique_2_etat_davancement;logistique_2_est_ressource;logistique_2_resultat_attendu;logistique_2_resultat_atteint;logistique_2_descriptif;logistique_3_nom_de_laction;logistique_3_etat_davancement;logistique_3_est_ressource;logistique_3_resultat_attendu;logistique_3_resultat_atteint;logistique_3_descriptif;logistique_4_nom_de_laction;logistique_4_etat_davancement;logistique_4_est_ressource;logistique_4_resultat_attendu;logistique_4_resultat_atteint;logistique_4_descriptif;logistique_5_nom_de_laction;logistique_5_etat_davancement;logistique_5_est_ressource;logistique_5_resultat_attendu;logistique_5_resultat_atteint;logistique_5_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles;protection_et_mise_en_valeur_des_espaces_agricoles_1_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_1_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_1_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_1_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_2_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_2_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_2_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_2_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_3_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_3_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_3_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_3_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_4_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_4_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_4_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_4_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_5_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_5_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_5_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_5_descriptif;urbanisme_commercial;urbanisme_commercial_1_nom_de_laction;urbanisme_commercial_1_etat_davancement;urbanisme_commercial_1_est_ressource;urbanisme_commercial_1_resultat_attendu;urbanisme_commercial_1_resultat_atteint;urbanisme_commercial_1_descriptif;urbanisme_commercial_2_nom_de_laction;urbanisme_commercial_2_etat_davancement;urbanisme_commercial_2_est_ressource;urbanisme_commercial_2_resultat_attendu;urbanisme_commercial_2_resultat_atteint;urbanisme_commercial_2_descriptif;urbanisme_commercial_3_nom_de_laction;urbanisme_commercial_3_etat_davancement;urbanisme_commercial_3_est_ressource;urbanisme_commercial_3_resultat_attendu;urbanisme_commercial_3_resultat_atteint;urbanisme_commercial_3_descriptif;urbanisme_commercial_4_nom_de_laction;urbanisme_commercial_4_etat_davancement;urbanisme_commercial_4_est_ressource;urbanisme_commercial_4_resultat_attendu;urbanisme_commercial_4_resultat_atteint;urbanisme_commercial_4_descriptif;urbanisme_commercial_5_nom_de_laction;urbanisme_commercial_5_etat_davancement;urbanisme_commercial_5_est_ressource;urbanisme_commercial_5_resultat_attendu;urbanisme_commercial_5_resultat_atteint;urbanisme_commercial_5_descriptif
1284;https://france-pat.fr/pat/pat-des-hautes-terres/;"PAT de Hautes Terres Communauté";Auvergne-Rhône-Alpes;Cantal;15013,15069,15138,15032,15105,15158,15141,15213,15247,15263,15001,15091,15126,15127,15041,15022,15042,15253,15043,15061,15080,15114,15203,15025,15151,15098,15256,15048,15100,15101,15119,15207,15102,15155,15225;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Fiche action 11 - Expérimenter des solutions logistiques facilitant l'approvisionnement en produits de qualité, durables et locaux des établissements de restauration collective publics";"Action en cours";oui;"Réalisation de diagnostics Consocantal des établissements avec synthèse d'approvisionnement, réalisation d'une étude d’opportunité de création d'une cuisine centrale, expérimentation logistique.";"Réalisation de diagnostics Consocantal pour 4 établissements du territoire, construction du protocole expérimental d'approvisionnement de la restauration collective en produits locaux et premiers tests.";"Contexte : Le territoire d’HTC compte 23 restaurants collectifs, fournissant au total plus de 510 000 repas par an. Dans le cadre du diagnostic et des échanges réalisés dans le cadre du PAAT, il apparaît que l’approvisionnement en produits locaux de la restauration collective reste limité et confiné à certains produits (viandes et fromages notamment). Un des enjeux majeurs du PAAT est de valoriser les filières agricoles locales et de permettre à la restauration collective de s’approvisionner en produits frais et locaux, en lien avec les objectifs de la loi EGalim. La montée en connaissance et en compétence de la communauté de commune sur cette thématique est essentielle pour pouvoir porter des solutions logistiques pertinentes, levant les freins identifiés sur le territoire.

Objectif(s) : 
-	Assurer une montée en compétences de Hautes Terres Communauté sur les enjeux logistiques  
-	Développer une solution logistique concrète sur le territoire de l’Est Cantal (plateforme logistique ou centrale d’achat, cuisine centrale).

Action et sous-action(s) :  
-	Etudier et quantifier les achats actuels des restaurants collectifs ainsi que les possibilités d'approvisionnement par des producteurs locaux via l’outil ConsoCantal  
-	Mettre en place une expérimentation de logistique d’approvisionnement en produits locaux de la restauration collective  
-	Accompagner la concertation autour de la constitution d'une centrale d'achat sur le territoire de l'Est Cantal  
-	Réaliser une étude d'opportunité et de faisabilité de création d’une cuisine centrale sur le territoire.

Public(s) cible(s) : 	Agriculteurs et fournisseurs locaux, restaurants collectifs, élus.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Fiche action 9 - Mettre en place une signalétique dans les estives pour promouvoir le pastoralisme, ses produits et favoriser la conciliation des usages de la montagne";"Action en cours";oui;"Mise en place d'une signalétique commune à tous les espaces pastoraux de France.";"Construction de la signalétique achevée  mise en place des panneaux en cours, pour un premier déploiement au printemps 2025.";"Contexte : Depuis 2021, la fréquentation touristique des zones de montagne a considérablement augmenté. De nombreux espaces montagnards constituent des lieux d’estives, nécessitant une bonne cohabitation entre usagers pastoraux et non pastoraux pour éviter des conflits d’usage. En ce sens, un travail de construction d’une signalétique pastorale adaptée aux enjeux et spécificités du territoire auvergnat a été engagé avec le PNR des Volcans d’Auvergne et Auvergne Estives. Cette signalétique s’inspire de celles déjà existantes et opérationnelles sur les massifs pyrénéens et alpins. Le secteur du Cézallier, appartenant au territoire d’Hautes Terres Communauté, est le premier site d’Auvergne sur lequel cette signalétique a été déployée, au printemps 2025. Cette signalétique a pour ambition d’être généralisée à tout le territoire d’HTC, et plus largement à d’autres territoires cantaliens.

Objectif(s) : 
-	Limiter les comportements problématiques en milieu pastoral (chiens non tenus en laisse, comportement inapproprié avec les troupeaux, etc.)  
-	Favoriser la compréhension du rôle des estives et des pratiques agricoles en montagne par le grand public.

Action et sous-action(s) : 
      -    Réaliser un diagnostic et identifier les lieux sensibles aux conflits entre usagers pastoraux et non-pastoraux  
      -    Construire le contenu et le visuel de la signalétique pastorale  
      -    Déployer la signalétique pastorale et évaluer son usage via la réalisation d’enquêtes.

Public(s) cible(s) : Randonneurs, touristes et habitants, agriculteurs.";"Fiche action 7 - Pérenniser l'usage agricole du foncier";"Action en cours";oui;"PLUi finalisé.";"PLUi arrêté le 4 avril 2025, avec une consultation publique prévue en septembre 2025.";"Contexte : Hautes Terres Communauté élabore actuellement son Plan Local d’Urbanisme Intercommunal (PLUi) en concertation avec les communes du territoire. Dans ce cadre, la Chambre d’agriculture du Cantal a réalisé une analyse agricole qui met en évidence les principaux enjeux liés au foncier agricole. Cette analyse a ainsi permis d’identifier les leviers nécessaires à l’intégration des spécificités agricoles dans la rédaction des règlements écrits et graphiques du PLUi, afin de préserver les espaces agricoles tout en répondant aux besoins d’aménagement du territoire. Le PLUi est à ce jour arrêté, avec une consultation publique prévue en septembre 2025.

Objectif(s) : 
-	Apporter une connaissance approfondie du territoire en matière de foncier agricole.
-	Favoriser le maintien de l’activité agricole sur le long terme.
-	Faciliter l’installation et la transmission des exploitations agricoles, en garantissant la disponibilité du foncier.

Action et sous-action(s) (élaboration du PLUi) : 
-	Rencontrer les exploitants agricoles (partage des besoins, attentes et problématiques foncières)  
-	Repérer les bâtiments agricoles existants (bâtiments actuels, projets futurs, bâtiments à rénover ou à agrandir)  
-	Définir des zones agricoles, naturelles et forestières  
-	Identifier des bâtiments pour changement de destination (changement pour activités agricoles ou autres usages compatibles).

Public(s) cible(s) : Exploitants agricoles, acteurs du territoire, élus.";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1285;https://france-pat.fr/pat/pat-de-valence-romans-agglo/;"PAT de Valence Romans Agglo";Auvergne-Rhône-Alpes;Drôme;26088,26139,26173,26207,26224,26310,26039,26057,26140,26225,26294,26023,26058,26124,26024,26107,26210,26313,26362,26379,26042,26281,26298,26196,26212,26381,26197,26231,26382,26079,26129,26232,26064,26096,26081,26319,26032,26049,26149,26252,26218,26034,26068,26084,26100,26355,26170,26273,26323,26004,26037,26087,26206,26358;oui;non;oui;"La stratégie foncière Economie et la stratégie foncière eau";"Action réalisée";non;;"définition de la stragétie foncière 2.0";"La stratégie foncière économie, résultat d'un travail collaboratif entre les équipes de l’urbanisme et le développement économique a été élaborée en 2021 et a été construite autour de 2 piliers : 
1. Intégrer une vision de l’attractivité et de l’aménagement à l’échelle du territoire 
-	Équilibre centres / périphéries
-	Agir sur la déqualification des zones d’activités les plus anciennes
-	Gestion durable de l’offre d’accueil du territoire 
2. Prendre en compte les enjeux : fonciers / environnementaux / énergétiques
-	Limiter l’artificialisation des sols naturels et agricoles
-	Optimiser les consommations pour limiter les couts de fonctionnement et de gestion 
-	 Préserver la biodiversité / la ressource en eau
-	Limiter les consommations énergétiques / les émissions de GES 

Il est à souligner l’effort important de restitution du foncier à l’agriculture (presque 160 hectares)

Cette stratégie a nécessité de nouvelles adaptations avec les nouvelles réglementations : 
1.	une politique nationale renforcée de réduction de la consommation de foncier agricole et naturel, le ZAN
2.	la stratégie ERC : éviter, réduire et compenser : sur ce point et à titre d’illustration, pour l’aménagement de Vercorstech et sur une surface d’opération de 58 HA, 32,5 HA seront aménagés, soit un effort de 25,5 HA et la création d'un fonds de compensation agricole.

Ainsi, cette nouvelle stratégie 2.0 s’articule autour de 4 enjeux :
- S’inscrire dans la révision du SCOT en déterminant les fonciers nécessaires au développement économique du territoire tout en intégrant et anticipant la trajectoire ZAN
- Trouver la juste équation entre développement économique et aménagement sobre et durable
- Objectiver les besoins réels en foncier pour l’accueil des entreprises
- Assurer un juste équilibre entre les bassins de vie du territoire dans les efforts de sobriété foncière

";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Pôle expérimentale des Teppes";"Action en cours";non;"retour d'expérience sur la conduite technique de l'agroforesterie";;"Propriété de l'Agglo, 9 hectares calssés Bio ont été loué , dans le cadre d'un appel à candidature et d'un bail environnemental, au lycée Horticole Terres d'Horizons pour une expérimentation autour de l'agroforesterie. L'année 2024 a été consacrée à l'enrichissement du sol.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;"Schéma d'urbanisme commercial";;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1286;https://france-pat.fr/pat/pat-de-la-drome/;"PAT du Département de la Drôme";Auvergne-Rhône-Alpes;Drôme;26262,26279,26296,26313,26329,26345,26362,26379,26008,26024,26041,26059,26075,26091,26107,26125,26142,26160,26176,26194,26210,26227,26245,26263,26281,26298,26314,26330,26346,26363,26380,26009,26025,26042,26060,26076,26092,26108,26126,26143,26161,26177,26195,26211,26228,26246,26264,26282,26299,26315,26331,26347,26364,26381,26010,26026,26043,26061,26077,26093,26110,26127,26144,26162,26178,26196,26212,26229,26247,26266,26283,26300,26316,26332,26348,26365,26382,26011,26027,26045,26062,26078,26094,26111,26128,26145,26163,26179,26197,26213,26231,26248,26267,26284,26301,26317,26333,26349,26367,26012,26028,26046,26063,26079,26095,26112,26129,26146,26164,26180,26198,26214,26232,26249,26268,26285,26302,26318,26334,26350,26368,26013,26030,26047,26064,26080,26096,26113,26130,26147,26165,26181,26199,26215,26233,26250,26269,26286,26303,26319,26335,26351,26369,26014,26031,26048,26065,26081,26097,26114,26131,26148,26166,26182,26200,26216,26234,26251,26270,26287,26304,26320,26336,26352,26370,26015,26032,26049,26066,26082,26098,26115,26133,26149,26167,26183,26201,26217,26235,26252,26271,26288,26305,26321,26337,26353,26371,26016,26033,26050,26067,26083,26099,26116,26134,26150,26168,26185,26202,26218,26236,26253,26272,26289,26306,26322,26338,26355,26372,26001,26017,26034,26051,26068,26084,26100,26117,26135,26152,26169,26186,26203,26220,26238,26254,26273,26290,26307,26323,26339,26356,26373,26002,26018,26035,26052,26069,26085,26101,26118,26136,26153,26170,26188,26204,26221,26239,26255,26274,26291,26308,26324,26340,26357,26374,26003,26019,26036,26054,26070,26086,26102,26119,26137,26154,26171,26189,26205,26222,26240,26256,26275,26292,26309,26325,26341,26358,26375,26004,26020,26037,26055,26071,26087,26103,26121,26138,26155,26172,26190,26206,26223,26241,26257,26276,26293,26310,26326,26342,26359,26376,26005,26021,26038,26056,26072,26088,26104,26122,26139,26156,26173,26191,26207,26224,26242,26258,26277,26294,26311,26327,26343,26360,26377,26006,26022,26039,26057,26073,26089,26105,26123,26140,26157,26174,26192,26208,26225,26243,26259,26278,26295,26312,26328,26344,26361,26378,26007,26023,26040,26058,26074,26090,26106,26124,26141,26159,26175,26193,26209,26226,26244,26261;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1287;https://france-pat.fr/pat/pat-du-diois/;"PAT du Diois";Auvergne-Rhône-Alpes;Drôme;26040,26159,26175,26361,26378,26142,26262,26025,26076,26228,26246,26178,26282,26299,26027,26062,26248,26283,26300,26012,26164,26030,26047,26113,26147,26215,26167,26067,26168,26253,26321,26001,26017,26152,26186,26254,26069,26136,26204,26255,26036,26086,26205,26274,26291,26308,26055,26359,26123,26327;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1288;https://france-pat.fr/pat/pait-des-baronnies-provencales/;"PAT du Parc naturel régional des Baronnies provençales";"Auvergne-Rhône-Alpes, Provence-Alpes-Côte d'Azur";"Alpes-de-Haute-Provence, Hautes-Alpes, Drôme";05024,05097,05169,26018,26153,26188,26239,26373,26154,26189,26256,26340,26374,05047,05081,05099,05155,26103,26190,26292,26375,05048,05117,05135,05172,26104,26242,26276,26376,05028,05118,26022,26105,26377,05102,05158,26193,26209,26244,26278,05051,05086,05159,26075,26091,26227,26245,26279,26329,05070,05160,26126,26161,26263,26363,05014,05033,05053,05089,26026,26043,26127,26229,26264,05016,26348,05091,05126,26012,26046,26063,26112,26180,26267,26317,26367,26013,26130,26181,26199,26215,26233,26318,26350,05165,26048,26182,26200,26269,26286,26303,26335,26369,05021,05076,05094,05129,05166,26082,26201,26304,26370,05167,26016,26050,26067,26150,26202,26236,26288,05131,26220,26238,26306,26372;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"plan paysage";"Action en cours";non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1289;https://france-pat.fr/pat/pat-de-royans-vercors/;"Royans Vercors";Auvergne-Rhône-Alpes;Drôme;26074,26059,26315,26331,26364,26163,26316,26302,26066,26217,26270,26320,26117,26290,26307,26223,26309,26311;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Expérimentation d'une solution de mutualisation de la distribution en milieu rural.";"Action programmée";non;"Mise en place d'un service de livraison en milieu rural répondant aux besoins des acteurs du système alimentaire..";non;"A partir d'un diagnostic réalisé au 2e semestre 2024 pour définir les besoins et contraintes de chacun (producteur, restaurateur et commerçant), une solution logistique professionnelle (La Poste) sera co-élaborée, afin d'organiser des circuits de collecte. Le projet est copiloté par la CCRV, la Chambre d'Agriculture et le Parc du Vercors.
En fonction des avancées de la cuisine centrale, le transport des repas devra être également pris en compte. Proche d'une utopie, on pourrait également réfléchir à un véhicule de transport de personnes et de produits";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1290;https://france-pat.fr/pat/pat-de-montelimar-agglomeration/;"PAT de Montélimar- Agglomération";Auvergne-Rhône-Alpes;Drôme;26031,26251,26287,26352,26305,26337,26353,26272,26338,26052,26085,26339,26102,26171,26121,26257,26191,26258,26005,26157,26106,26312,26176,26008,26078,26095,26198;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"STRATÉGIE FONCIÈRE";"Action en cours";oui;"Augmenter le nombre de partenariat formalisé avec des structures agissant pour le maintien et la reconquête du foncier agricole, Indicateur de suivi SNANC n°5.2 = 5 partenariats (objectifs 2029)";"SNANC n°5.2 au 11/04/25 = 3 partenariats (Safer-Ile Verte, Agribiodrôme-AAC Reynière, CA26)";"Fiche action 2.1.1
Orientation 2
Axe 1

Le diagnostic alimentaire fait état des éléments suivants : 
- Concentration : la taille de la SAU moyenne par exploitation a augmenté de 21% en 10 ans, soit 40 ha en moyenne aujourd’hui.
- Prix des terres : 8 040 €/ha contre 6 420 €/ha pour la moyenne drômoise , avec des prix de vente constatés entre 6 000 à 12 000€/ha sur le territoire pour des surfaces en grandes cultures irriguées.
- Artificialisation : 166 ha de terres artificialisées entre 2013 et 2019, ce qui représente 14% de l’artificialisation au niveau de la Drôme.
- Vulnérabilité des sols et sensibilité des milieux : 2 Aires d'Alimentation Captage vulnérables à la pollution diffuse.

Objectifs:

* Définir collectivement les orientations souhaitées pour le foncier du territoire
* Connaître le foncier agricole du territoire
* Se doter de moyens pour préserver le foncier agricole cultivable et les espaces urbains disponibles en faveur de la résilience alimentaire (projets nourriciers, jardins partagés, potagers individuels, ...)
* Identifier les friches agricoles, conserver l'orientation agricole de ces terres et les rendre à nouveaux productives
* Faciliter l'achat de terres agricoles par les exploitants et/ou Montélimar-Agglomération
* Accompagner et valoriser les démarches existantes (SCOT, PLUI, ZAN, aide à l'installation)
* Limiter la consommation masquée de terre agricole (risque du changement d'usage lors de la vente: terrains d'agréments et/ou de loisirs, arrivée massive de néo-ruraux,...)
* Maîtriser l'usage fait sur des parcelles vulnérables par rapport aux pollutions diffuses (dans l'eau potable) et tendre vers les pratiques les moins consommatrices d'intrants

Bénéficiaires:  AGRICULTEURS ET CANDIDATS A L'INSTALLATION - COMMUNES

BILAN au 11/04/2025:

*MISE A JOUR – DESCRIPTION GENERALE
Mettre en place une stratégie foncière de protection et de mise en valeur des espaces agricoles et urbain en faveur de la résilience alimentaire
- Diagnostiquer et cartographier le foncier du territoire
- Sensibilisation des services et des élus
- Appuyer l'installation de projets nourriciers

Projet à venir : poursuivre l'étude de partenariats avec l'ADEAR (InPact) et Terres de liens
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1291;https://france-pat.fr/pat/pat-de-dieulefit-bourdeaux/;"PAT de Dieulefit-Bourdeaux";Auvergne-Rhône-Alpes;Drôme;26051,26101,26356,26373,26003,26222,26056,26276,26243,26343,26060,26045,26111,26249,26268,26334,26350,26114,26131,26351,26202;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1292;https://france-pat.fr/pat/pat-du-val-de-drome-en-biovallee/;"PAT de la Communauté de communes du Val de Drôme en Biovallée";Auvergne-Rhône-Alpes;Drôme;26035,26221,26137,26240,26020,26241,26021,26006,26208,26277,26007,26141,26344,26125,26195,26346,26144,26128,26365,26214,26165,26065,26097,26166,26098,26115,26336,26134,26185;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1293;https://france-pat.fr/pat/pat-du-crestois-pays-de-saillans-coeur-de-drome/;"PAT de la Communauté de Communes du Crestois et du Pays de Saillans Coeur de Drôme";Auvergne-Rhône-Alpes;Drôme;26108,26011,26234,26015,26080,26122,26368,26019,26266,26090,26183,26371,26296,26328,26289;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1294;https://france-pat.fr/pat/pat-de-lisere/;"PAT du Département de l'Isère";Auvergne-Rhône-Alpes;Isère;38019,38039,38055,38071,38089,38106,38127,38146,38162,38182,38199,38217,38237,38254,38271,38288,38308,38325,38342,38358,38376,38393,38409,38426,38444,38462,38479,38498,38517,38533,38551,38567,38001,38020,38040,38056,38072,38090,38107,38128,38147,38163,38183,38200,38218,38238,38255,38272,38289,38309,38326,38343,38359,38377,38394,38410,38427,38445,38463,38480,38499,38518,38535,38552,38002,38022,38041,38057,38073,38091,38108,38129,38148,38166,38184,38203,38219,38239,38256,38273,38290,38310,38328,38344,38360,38378,38395,38412,38428,38446,38464,38481,38500,38519,38536,38553,38003,38023,38042,38058,38074,38092,38109,38130,38149,38167,38185,38204,38221,38240,38257,38275,38291,38311,38329,38345,38361,38379,38396,38413,38429,38448,38465,38483,38501,38520,38537,38554,38004,38026,38043,38059,38075,38093,38110,38131,38150,38169,38186,38205,38222,38241,38258,38276,38292,38313,38330,38346,38362,38380,38397,38414,38430,38449,38466,38484,38503,38521,38538,38555,38005,38027,38044,38060,38076,38094,38111,38132,38151,38170,38187,38206,38223,38242,38259,38277,38294,38314,38331,38347,38363,38381,38398,38415,38431,38450,38467,38485,38504,38522,38539,38556,38006,38029,38045,38061,38077,38095,38112,38133,38152,38171,38188,38207,38224,38243,38260,38278,38295,38315,38332,38348,38364,38382,38399,38416,38432,38451,38468,38486,38505,38523,38540,38557,38008,38030,38046,38062,38078,38097,38113,38134,38153,38172,38189,38208,38225,38244,38261,38279,38296,38316,38333,38349,38365,38383,38400,38417,38433,38452,38469,38487,38507,38524,38542,38558,38009,38031,38047,38063,38080,38098,38114,38135,38154,38173,38190,38209,38226,38245,38263,38280,38297,38317,38334,38350,38366,38384,38401,38418,38434,38453,38470,38488,38508,38525,38543,38559,38010,38032,38048,38064,38081,38099,38115,38136,38155,38174,38191,38210,38228,38246,38264,38281,38298,38318,38335,38351,38368,38386,38402,38419,38436,38454,38471,38489,38509,38526,38544,38560,38011,38033,38049,38065,38082,38100,38116,38137,38156,38175,38192,38211,38229,38247,38265,38282,38299,38319,38336,38352,38369,38387,38403,38420,38437,38455,38472,38490,38511,38527,38545,38561,38012,38034,38050,38066,38083,38101,38117,38138,38157,38176,38193,38212,38230,38248,38266,38283,38300,38320,38337,38353,38370,38388,38404,38421,38438,38456,38473,38492,38512,38528,38546,38562,38013,38035,38051,38067,38084,38102,38118,38139,38158,38177,38194,38213,38231,38249,38267,38284,38301,38321,38338,38354,38372,38389,38405,38422,38439,38457,38474,38494,38513,38529,38547,38563,38015,38036,38052,38068,38085,38103,38120,38140,38159,38179,38195,38214,38232,38250,38268,38285,38303,38322,38339,38355,38373,38390,38406,38423,38440,38458,38475,38495,38514,38530,38548,38564,38017,38037,38053,38069,38086,38104,38124,38141,38160,38180,38197,38215,38235,38252,38269,38286,38304,38323,38340,38356,38374,38391,38407,38424,38442,38459,38476,38496,38515,38531,38549,38565,38018,38038,38054,38070,38087,38105,38126,38144,38161,38181,38198,38216,38236,38253,38270,38287,38307,38324,38341,38357,38375,38392,38408,38425,38443,38460,38478,38497,38516,38532,38550,38566;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Accompagner la mise en place du dispositif PAEN, protection des espaces agricoles et naturels périurbains, en Isère.";"Action en cours";oui;"Approbation de périmètres PAEN par les collectivités en Isère avec l'appui du Département";"2024 : 4 PAEN en Isère et 2 en cours";"Identification du périmètre de protection et élaboration de la procédure de protection, en concertation avec l'ensemble des acteurs du territoires (élus, agriculteurs, forestiers, environnementalistes...) à partir d'un diagnostic et des enjeux locaux.";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
