"","topic","term","beta"
"15900",6,"agraire",0.000291068359483285
"15901",7,"agraire",1.51267622678042e-05
"15902",8,"agraire",1.34956409079867e-05
"15903",9,"agraire",1.52746379910796e-05
"15904",1,"agroécologie",0.000499291328437057
"15905",2,"agroécologie",0.000262605042016807
"15906",3,"agroécologie",1.38278160347355e-05
"15907",4,"agroécologie",0.0003226401179941
"15908",5,"agroécologie",1.48218414655837e-05
"15909",6,"agroécologie",0.000152464378776958
"15910",7,"agroécologie",1.51267622678042e-05
"15911",8,"agroécologie",0.00109314691354692
"15912",9,"agroécologie",1.52746379910796e-05
"15913",1,"ccas",0.000499291328437057
"15914",2,"ccas",1.25050020008003e-05
"15915",3,"ccas",1.38278160347355e-05
"15916",4,"ccas",1.53638151425762e-05
"15917",5,"ccas",1.48218414655837e-05
"15918",6,"ccas",0.000706880301602262
"15919",7,"ccas",1.51267622678042e-05
"15920",8,"ccas",1.34956409079867e-05
"15921",9,"ccas",0.000320767397812672
"15922",1,"cirque",1.61061718850664e-05
"15923",2,"cirque",1.25050020008003e-05
"15924",3,"cirque",1.38278160347355e-05
"15925",4,"cirque",1.53638151425762e-05
"15926",5,"cirque",1.48218414655837e-05
"15927",6,"cirque",0.00139990020513389
"15928",7,"cirque",1.51267622678042e-05
"15929",8,"cirque",0.000148452049987854
"15930",9,"cirque",1.52746379910796e-05
"15931",1,"coconstruction",1.61061718850664e-05
"15932",2,"coconstruction",1.25050020008003e-05
"15933",3,"coconstruction",1.38278160347355e-05
"15934",4,"coconstruction",1.53638151425762e-05
"15935",5,"coconstruction",1.48218414655837e-05
"15936",6,"coconstruction",0.000706880301602262
"15937",7,"coconstruction",1.51267622678042e-05
"15938",8,"coconstruction",1.34956409079867e-05
"15939",9,"coconstruction",0.000168021017901876
"15940",1,"complémentaire",1.61061718850664e-05
"15941",2,"complémentaire",1.25050020008003e-05
"15942",3,"complémentaire",0.00153488757985564
"15943",4,"complémentaire",1.53638151425762e-05
"15944",5,"complémentaire",1.48218414655837e-05
"15945",6,"complémentaire",0.000291068359483285
"15946",7,"complémentaire",1.51267622678042e-05
"15947",8,"complémentaire",1.34956409079867e-05
"15948",9,"complémentaire",0.000168021017901876
"15949",1,"contour",1.61061718850664e-05
"15950",2,"contour",1.25050020008003e-05
"15951",3,"contour",1.38278160347355e-05
"15952",4,"contour",0.0003226401179941
"15953",5,"contour",1.48218414655837e-05
"15954",6,"contour",1.38603980706326e-05
"15955",7,"contour",1.51267622678042e-05
"15956",8,"contour",1.34956409079867e-05
"15957",9,"contour",1.52746379910796e-05
"15958",1,"contribution",1.61061718850664e-05
"15959",2,"contribution",1.25050020008003e-05
"15960",3,"contribution",1.38278160347355e-05
"15961",4,"contribution",0.0003226401179941
"15962",5,"contribution",1.48218414655837e-05
"15963",6,"contribution",0.00042967234018961
"15964",7,"contribution",1.51267622678042e-05
"15965",8,"contribution",1.34956409079867e-05
"15966",9,"contribution",0.000473513777723468
"15967",1,"dessiner",1.61061718850664e-05
"15968",2,"dessiner",1.25050020008003e-05
"15969",3,"dessiner",1.38278160347355e-05
"15970",4,"dessiner",1.53638151425762e-05
"15971",5,"dessiner",1.48218414655837e-05
"15972",6,"dessiner",0.000706880301602262
"15973",7,"dessiner",1.51267622678042e-05
"15974",8,"dessiner",1.34956409079867e-05
"15975",9,"dessiner",1.52746379910796e-05
"15976",1,"enclavement",0.000499291328437057
"15977",2,"enclavement",1.25050020008003e-05
"15978",3,"enclavement",1.38278160347355e-05
"15979",4,"enclavement",1.53638151425762e-05
"15980",5,"enclavement",1.48218414655837e-05
"15981",6,"enclavement",1.38603980706326e-05
"15982",7,"enclavement",1.51267622678042e-05
"15983",8,"enclavement",1.34956409079867e-05
"15984",9,"enclavement",1.52746379910796e-05
"15985",1,"interprétation",1.61061718850664e-05
"15986",2,"interprétation",1.25050020008003e-05
"15987",3,"interprétation",1.38278160347355e-05
"15988",4,"interprétation",1.53638151425762e-05
"15989",5,"interprétation",1.48218414655837e-05
"15990",6,"interprétation",1.38603980706326e-05
"15991",7,"interprétation",1.51267622678042e-05
"15992",8,"interprétation",1.34956409079867e-05
"15993",9,"interprétation",0.000168021017901876
"15994",1,"isolement",0.00114353820383971
"15995",2,"isolement",1.25050020008003e-05
"15996",3,"isolement",1.38278160347355e-05
"15997",4,"isolement",1.53638151425762e-05
"15998",5,"isolement",1.48218414655837e-05
"15999",6,"isolement",1.38603980706326e-05
"16000",7,"isolement",1.51267622678042e-05
"16001",8,"isolement",1.34956409079867e-05
"16002",9,"isolement",1.52746379910796e-05
"16003",1,"itinérant",1.61061718850664e-05
"16004",2,"itinérant",1.25050020008003e-05
"16005",3,"itinérant",0.00015210597638209
"16006",4,"itinérant",1.53638151425762e-05
"16007",5,"itinérant",1.48218414655837e-05
"16008",6,"itinérant",1.38603980706326e-05
"16009",7,"itinérant",1.51267622678042e-05
"16010",8,"itinérant",1.34956409079867e-05
"16011",9,"itinérant",0.000320767397812672
"16012",1,"méthodologique",1.61061718850664e-05
"16013",2,"méthodologique",1.25050020008003e-05
"16014",3,"méthodologique",1.38278160347355e-05
"16015",4,"méthodologique",1.53638151425762e-05
"16016",5,"méthodologique",1.48218414655837e-05
"16017",6,"méthodologique",0.000291068359483285
"16018",7,"méthodologique",1.51267622678042e-05
"16019",8,"méthodologique",1.34956409079867e-05
"16020",9,"méthodologique",1.52746379910796e-05
"16021",1,"not",1.61061718850664e-05
"16022",2,"not",1.25050020008003e-05
"16023",3,"not",1.38278160347355e-05
"16024",4,"not",1.53638151425762e-05
"16025",5,"not",1.48218414655837e-05
"16026",6,"not",0.000984088263014914
"16027",7,"not",1.51267622678042e-05
"16028",8,"not",1.34956409079867e-05
"16029",9,"not",1.52746379910796e-05
"16030",1,"professionnalisation",1.61061718850664e-05
"16031",2,"professionnalisation",1.25050020008003e-05
"16032",3,"professionnalisation",1.38278160347355e-05
"16033",4,"professionnalisation",1.53638151425762e-05
"16034",5,"professionnalisation",1.48218414655837e-05
"16035",6,"professionnalisation",0.000706880301602262
"16036",7,"professionnalisation",1.51267622678042e-05
"16037",8,"professionnalisation",1.34956409079867e-05
"16038",9,"professionnalisation",1.52746379910796e-05
"16039",1,"présent",1.61061718850664e-05
"16040",2,"présent",0.000137555022008804
"16041",3,"présent",1.38278160347355e-05
"16042",4,"présent",0.0003226401179941
"16043",5,"présent",1.48218414655837e-05
"16044",6,"présent",0.000152464378776958
"16045",7,"présent",1.51267622678042e-05
"16046",8,"présent",0.0044670571405436
"16047",9,"présent",1.52746379910796e-05
"16048",1,"présentation",1.61061718850664e-05
"16049",2,"présentation",1.25050020008003e-05
"16050",3,"présentation",1.38278160347355e-05
"16051",4,"présentation",1.53638151425762e-05
"16052",5,"présentation",0.000311258670777258
"16053",6,"présentation",1.38603980706326e-05
"16054",7,"présentation",0.000771464875658014
"16055",8,"présentation",1.34956409079867e-05
"16056",9,"présentation",1.52746379910796e-05
"16057",1,"pédoclimatique",0.00114353820383971
"16058",2,"pédoclimatique",1.25050020008003e-05
"16059",3,"pédoclimatique",1.38278160347355e-05
"16060",4,"pédoclimatique",1.53638151425762e-05
"16061",5,"pédoclimatique",1.48218414655837e-05
"16062",6,"pédoclimatique",1.38603980706326e-05
"16063",7,"pédoclimatique",1.51267622678042e-05
"16064",8,"pédoclimatique",1.34956409079867e-05
"16065",9,"pédoclimatique",1.52746379910796e-05
"16066",1,"refonte",1.61061718850664e-05
"16067",2,"refonte",1.25050020008003e-05
"16068",3,"refonte",1.38278160347355e-05
"16069",4,"refonte",0.000169001966568338
"16070",5,"refonte",1.48218414655837e-05
"16071",6,"refonte",1.38603980706326e-05
"16072",7,"refonte",1.51267622678042e-05
"16073",8,"refonte",1.34956409079867e-05
"16074",9,"refonte",1.52746379910796e-05
"16075",1,"aromatique",1.61061718850664e-05
"16076",2,"aromatique",0.000887855142056823
"16077",3,"aromatique",1.38278160347355e-05
"16078",4,"aromatique",1.53638151425762e-05
"16079",5,"aromatique",0.00016304025612142
"16080",6,"aromatique",1.38603980706326e-05
"16081",7,"aromatique",1.51267622678042e-05
"16082",8,"aromatique",1.34956409079867e-05
"16083",9,"aromatique",1.52746379910796e-05
"16084",1,"autosuffisance",1.61061718850664e-05
"16085",2,"autosuffisance",1.25050020008003e-05
"16086",3,"autosuffisance",1.38278160347355e-05
"16087",4,"autosuffisance",1.53638151425762e-05
"16088",5,"autosuffisance",0.000607695500088931
"16089",6,"autosuffisance",1.38603980706326e-05
"16090",7,"autosuffisance",1.51267622678042e-05
"16091",8,"autosuffisance",0.000148452049987854
"16092",9,"autosuffisance",1.52746379910796e-05
"16093",1,"baptiser",1.61061718850664e-05
"16094",2,"baptiser",1.25050020008003e-05
"16095",3,"baptiser",1.38278160347355e-05
"16096",4,"baptiser",1.53638151425762e-05
"16097",5,"baptiser",1.48218414655837e-05
"16098",6,"baptiser",1.38603980706326e-05
"16099",7,"baptiser",1.51267622678042e-05
"16100",8,"baptiser",0.000148452049987854
"16101",9,"baptiser",1.52746379910796e-05
"16102",1,"cesse",1.61061718850664e-05
"16103",2,"cesse",0.000762805122048819
"16104",3,"cesse",1.38278160347355e-05
"16105",4,"cesse",1.53638151425762e-05
"16106",5,"cesse",1.48218414655837e-05
"16107",6,"cesse",1.38603980706326e-05
"16108",7,"cesse",1.51267622678042e-05
"16109",8,"cesse",1.34956409079867e-05
"16110",9,"cesse",1.52746379910796e-05
"16111",1,"croitre",0.00017716789073573
"16112",2,"croitre",1.25050020008003e-05
"16113",3,"croitre",1.38278160347355e-05
"16114",4,"croitre",1.53638151425762e-05
"16115",5,"croitre",1.48218414655837e-05
"16116",6,"croitre",1.38603980706326e-05
"16117",7,"croitre",1.51267622678042e-05
"16118",8,"croitre",1.34956409079867e-05
"16119",9,"croitre",1.52746379910796e-05
"16120",1,"import",1.61061718850664e-05
"16121",2,"import",0.000137555022008804
"16122",3,"import",1.38278160347355e-05
"16123",4,"import",1.53638151425762e-05
"16124",5,"import",1.48218414655837e-05
"16125",6,"import",1.38603980706326e-05
"16126",7,"import",1.51267622678042e-05
"16127",8,"import",1.34956409079867e-05
"16128",9,"import",1.52746379910796e-05
"16129",1,"inexistant",1.61061718850664e-05
"16130",2,"inexistant",0.000262605042016807
"16131",3,"inexistant",1.38278160347355e-05
"16132",4,"inexistant",1.53638151425762e-05
"16133",5,"inexistant",0.00016304025612142
"16134",6,"inexistant",1.38603980706326e-05
"16135",7,"inexistant",1.51267622678042e-05
"16136",8,"inexistant",1.34956409079867e-05
"16137",9,"inexistant",1.52746379910796e-05
"16138",1,"ingénierie",1.61061718850664e-05
"16139",2,"ingénierie",1.25050020008003e-05
"16140",3,"ingénierie",1.38278160347355e-05
"16141",4,"ingénierie",1.53638151425762e-05
"16142",5,"ingénierie",1.48218414655837e-05
"16143",6,"ingénierie",0.00042967234018961
"16144",7,"ingénierie",1.51267622678042e-05
"16145",8,"ingénierie",1.34956409079867e-05
"16146",9,"ingénierie",1.52746379910796e-05
"16147",1,"interdépendant",1.61061718850664e-05
"16148",2,"interdépendant",1.25050020008003e-05
"16149",3,"interdépendant",1.38278160347355e-05
"16150",4,"interdépendant",1.53638151425762e-05
"16151",5,"interdépendant",1.48218414655837e-05
"16152",6,"interdépendant",1.38603980706326e-05
"16153",7,"interdépendant",1.51267622678042e-05
"16154",8,"interdépendant",0.000418364868147588
"16155",9,"interdépendant",1.52746379910796e-05
"16156",1,"médicinal",1.61061718850664e-05
"16157",2,"médicinal",0.000137555022008804
"16158",3,"médicinal",0.0004286622970768
"16159",4,"médicinal",1.53638151425762e-05
"16160",5,"médicinal",1.48218414655837e-05
"16161",6,"médicinal",1.38603980706326e-05
"16162",7,"médicinal",1.51267622678042e-05
"16163",8,"médicinal",1.34956409079867e-05
"16164",9,"médicinal",0.000320767397812672
"16165",1,"plante",1.61061718850664e-05
"16166",2,"plante",1.25050020008003e-05
"16167",3,"plante",1.38278160347355e-05
"16168",4,"plante",1.53638151425762e-05
"16169",5,"plante",1.48218414655837e-05
"16170",6,"plante",1.38603980706326e-05
"16171",7,"plante",0.000317662007623888
"16172",8,"plante",0.00176792895894626
"16173",9,"plante",1.52746379910796e-05
"16174",1,"protecteur",1.61061718850664e-05
"16175",2,"protecteur",1.25050020008003e-05
"16176",3,"protecteur",1.38278160347355e-05
"16177",4,"protecteur",1.53638151425762e-05
"16178",5,"protecteur",1.48218414655837e-05
"16179",6,"protecteur",1.38603980706326e-05
"16180",7,"protecteur",1.51267622678042e-05
"16181",8,"protecteur",1.34956409079867e-05
"16182",9,"protecteur",0.000168021017901876
"16183",1,"ptce",0.000338229609586394
"16184",2,"ptce",1.25050020008003e-05
"16185",3,"ptce",1.38278160347355e-05
"16186",4,"ptce",1.53638151425762e-05
"16187",5,"ptce",1.48218414655837e-05
"16188",6,"ptce",1.38603980706326e-05
"16189",7,"ptce",1.51267622678042e-05
"16190",8,"ptce",1.34956409079867e-05
"16191",9,"ptce",1.52746379910796e-05
"16192",1,"relancer",0.000338229609586394
"16193",2,"relancer",1.25050020008003e-05
"16194",3,"relancer",1.38278160347355e-05
"16195",4,"relancer",1.53638151425762e-05
"16196",5,"relancer",1.48218414655837e-05
"16197",6,"relancer",0.000568276320895936
"16198",7,"relancer",1.51267622678042e-05
"16199",8,"relancer",1.34956409079867e-05
"16200",9,"relancer",1.52746379910796e-05
"16201",1,"ter",1.61061718850664e-05
"16202",2,"ter",1.25050020008003e-05
"16203",3,"ter",1.38278160347355e-05
"16204",4,"ter",0.0003226401179941
"16205",5,"ter",1.48218414655837e-05
"16206",6,"ter",1.38603980706326e-05
"16207",7,"ter",1.51267622678042e-05
"16208",8,"ter",1.34956409079867e-05
"16209",9,"ter",1.52746379910796e-05
"16210",1,"urgence",1.61061718850664e-05
"16211",2,"urgence",0.00038765506202481
"16212",3,"urgence",1.38278160347355e-05
"16213",4,"urgence",1.53638151425762e-05
"16214",5,"urgence",1.48218414655837e-05
"16215",6,"urgence",1.38603980706326e-05
"16216",7,"urgence",1.51267622678042e-05
"16217",8,"urgence",1.34956409079867e-05
"16218",9,"urgence",0.000168021017901876
"16219",1,"égaler",1.61061718850664e-05
"16220",2,"égaler",0.000137555022008804
"16221",3,"égaler",1.38278160347355e-05
"16222",4,"égaler",1.53638151425762e-05
"16223",5,"égaler",1.48218414655837e-05
"16224",6,"égaler",1.38603980706326e-05
"16225",7,"égaler",1.51267622678042e-05
"16226",8,"égaler",1.34956409079867e-05
"16227",9,"égaler",1.52746379910796e-05
"16228",1,"articulation",0.00017716789073573
"16229",2,"articulation",1.25050020008003e-05
"16230",3,"articulation",1.38278160347355e-05
"16231",4,"articulation",1.53638151425762e-05
"16232",5,"articulation",1.48218414655837e-05
"16233",6,"articulation",1.38603980706326e-05
"16234",7,"articulation",1.51267622678042e-05
"16235",8,"articulation",0.000418364868147588
"16236",9,"articulation",1.52746379910796e-05
"16237",1,"communal",1.61061718850664e-05
"16238",2,"communal",0.000262605042016807
"16239",3,"communal",1.38278160347355e-05
"16240",4,"communal",1.53638151425762e-05
"16241",5,"communal",1.48218414655837e-05
"16242",6,"communal",0.000706880301602262
"16243",7,"communal",1.51267622678042e-05
"16244",8,"communal",0.000958190504467057
"16245",9,"communal",1.52746379910796e-05
"16246",1,"concordance",1.61061718850664e-05
"16247",2,"concordance",1.25050020008003e-05
"16248",3,"concordance",1.38278160347355e-05
"16249",4,"concordance",1.53638151425762e-05
"16250",5,"concordance",1.48218414655837e-05
"16251",6,"concordance",0.000152464378776958
"16252",7,"concordance",1.51267622678042e-05
"16253",8,"concordance",1.34956409079867e-05
"16254",9,"concordance",1.52746379910796e-05
"16255",1,"déploiement",1.61061718850664e-05
"16256",2,"déploiement",1.25050020008003e-05
"16257",3,"déploiement",1.38278160347355e-05
"16258",4,"déploiement",1.53638151425762e-05
"16259",5,"déploiement",0.000459477085433094
"16260",6,"déploiement",1.38603980706326e-05
"16261",7,"déploiement",0.00137653536637018
"16262",8,"déploiement",1.34956409079867e-05
"16263",9,"déploiement",1.52746379910796e-05
"16264",1,"exergue",1.61061718850664e-05
"16265",2,"exergue",1.25050020008003e-05
"16266",3,"exergue",0.00015210597638209
"16267",4,"exergue",1.53638151425762e-05
"16268",5,"exergue",1.48218414655837e-05
"16269",6,"exergue",0.000568276320895936
"16270",7,"exergue",1.51267622678042e-05
"16271",8,"exergue",1.34956409079867e-05
"16272",9,"exergue",1.52746379910796e-05
"16273",1,"participer",1.61061718850664e-05
"16274",2,"participer",0.000137555022008804
"16275",3,"participer",1.38278160347355e-05
"16276",4,"participer",1.53638151425762e-05
"16277",5,"participer",1.48218414655837e-05
"16278",6,"participer",0.00292454399290348
"16279",7,"participer",1.51267622678042e-05
"16280",8,"participer",1.34956409079867e-05
"16281",9,"participer",1.52746379910796e-05
"16282",1,"pou",1.61061718850664e-05
"16283",2,"pou",1.25050020008003e-05
"16284",3,"pou",1.38278160347355e-05
"16285",4,"pou",1.53638151425762e-05
"16286",5,"pou",1.48218414655837e-05
"16287",6,"pou",0.000291068359483285
"16288",7,"pou",1.51267622678042e-05
"16289",8,"pou",0.000148452049987854
"16290",9,"pou",1.52746379910796e-05
"16291",1,"regard",1.61061718850664e-05
"16292",2,"regard",1.25050020008003e-05
"16293",3,"regard",1.38278160347355e-05
"16294",4,"regard",1.53638151425762e-05
"16295",5,"regard",1.48218414655837e-05
"16296",6,"regard",0.00209292010866552
"16297",7,"regard",1.51267622678042e-05
"16298",8,"regard",1.34956409079867e-05
"16299",9,"regard",0.000168021017901876
"16300",1,"réalisation",1.61061718850664e-05
"16301",2,"réalisation",1.25050020008003e-05
"16302",3,"réalisation",1.38278160347355e-05
"16303",4,"réalisation",0.0003226401179941
"16304",5,"réalisation",0.00016304025612142
"16305",6,"réalisation",0.00042967234018961
"16306",7,"réalisation",1.51267622678042e-05
"16307",8,"réalisation",1.34956409079867e-05
"16308",9,"réalisation",0.000168021017901876
"16309",1,"snanc",1.61061718850664e-05
"16310",2,"snanc",0.000262605042016807
"16311",3,"snanc",1.38278160347355e-05
"16312",4,"snanc",1.53638151425762e-05
"16313",5,"snanc",1.48218414655837e-05
"16314",6,"snanc",1.38603980706326e-05
"16315",7,"snanc",1.51267622678042e-05
"16316",8,"snanc",1.34956409079867e-05
"16317",9,"snanc",1.52746379910796e-05
"16318",1,"sûr",1.61061718850664e-05
"16319",2,"sûr",1.25050020008003e-05
"16320",3,"sûr",1.38278160347355e-05
"16321",4,"sûr",1.53638151425762e-05
"16322",5,"sûr",1.48218414655837e-05
"16323",6,"sûr",0.000291068359483285
"16324",7,"sûr",1.51267622678042e-05
"16325",8,"sûr",1.34956409079867e-05
"16326",9,"sûr",0.000168021017901876
"16327",1,"vif",1.61061718850664e-05
"16328",2,"vif",1.25050020008003e-05
"16329",3,"vif",1.38278160347355e-05
"16330",4,"vif",1.53638151425762e-05
"16331",5,"vif",1.48218414655837e-05
"16332",6,"vif",0.000291068359483285
"16333",7,"vif",1.51267622678042e-05
"16334",8,"vif",1.34956409079867e-05
"16335",9,"vif",1.52746379910796e-05
"16336",1,"accidenté",1.61061718850664e-05
"16337",2,"accidenté",0.000137555022008804
"16338",3,"accidenté",1.38278160347355e-05
"16339",4,"accidenté",0.000169001966568338
"16340",5,"accidenté",1.48218414655837e-05
"16341",6,"accidenté",1.38603980706326e-05
"16342",7,"accidenté",1.51267622678042e-05
"16343",8,"accidenté",1.34956409079867e-05
"16344",9,"accidenté",1.52746379910796e-05
"16345",1,"allier",1.61061718850664e-05
"16346",2,"allier",1.25050020008003e-05
"16347",3,"allier",1.38278160347355e-05
"16348",4,"allier",1.53638151425762e-05
"16349",5,"allier",1.48218414655837e-05
"16350",6,"allier",0.00042967234018961
"16351",7,"allier",1.51267622678042e-05
"16352",8,"allier",1.34956409079867e-05
"16353",9,"allier",1.52746379910796e-05
"16354",1,"altitude",1.61061718850664e-05
"16355",2,"altitude",1.25050020008003e-05
"16356",3,"altitude",1.38278160347355e-05
"16357",4,"altitude",1.53638151425762e-05
"16358",5,"altitude",1.48218414655837e-05
"16359",6,"altitude",1.38603980706326e-05
"16360",7,"altitude",1.51267622678042e-05
"16361",8,"altitude",0.000553321277227456
"16362",9,"altitude",0.000320767397812672
"16363",1,"ambitionner",1.61061718850664e-05
"16364",2,"ambitionner",1.25050020008003e-05
"16365",3,"ambitionner",1.38278160347355e-05
"16366",4,"ambitionner",1.53638151425762e-05
"16367",5,"ambitionner",0.000311258670777258
"16368",6,"ambitionner",0.000291068359483285
"16369",7,"ambitionner",1.51267622678042e-05
"16370",8,"ambitionner",0.000148452049987854
"16371",9,"ambitionner",1.52746379910796e-05
"16372",1,"anciennement",1.61061718850664e-05
"16373",2,"anciennement",1.25050020008003e-05
"16374",3,"anciennement",1.38278160347355e-05
"16375",4,"anciennement",1.53638151425762e-05
"16376",5,"anciennement",1.48218414655837e-05
"16377",6,"anciennement",1.38603980706326e-05
"16378",7,"anciennement",1.51267622678042e-05
"16379",8,"anciennement",1.34956409079867e-05
"16380",9,"anciennement",0.000473513777723468
"16381",1,"avoisinant",1.61061718850664e-05
"16382",2,"avoisinant",1.25050020008003e-05
"16383",3,"avoisinant",1.38278160347355e-05
"16384",4,"avoisinant",1.53638151425762e-05
"16385",5,"avoisinant",0.000311258670777258
"16386",6,"avoisinant",1.38603980706326e-05
"16387",7,"avoisinant",1.51267622678042e-05
"16388",8,"avoisinant",1.34956409079867e-05
"16389",9,"avoisinant",1.52746379910796e-05
"16390",1,"balcon",1.61061718850664e-05
"16391",2,"balcon",1.25050020008003e-05
"16392",3,"balcon",1.38278160347355e-05
"16393",4,"balcon",1.53638151425762e-05
"16394",5,"balcon",1.48218414655837e-05
"16395",6,"balcon",1.38603980706326e-05
"16396",7,"balcon",1.51267622678042e-05
"16397",8,"balcon",1.34956409079867e-05
"16398",9,"balcon",0.000168021017901876
"16399",1,"bande",1.61061718850664e-05
"16400",2,"bande",1.25050020008003e-05
"16401",3,"bande",1.38278160347355e-05
"16402",4,"bande",1.53638151425762e-05
"16403",5,"bande",0.000459477085433094
"16404",6,"bande",0.000152464378776958
"16405",7,"bande",1.51267622678042e-05
"16406",8,"bande",1.34956409079867e-05
"16407",9,"bande",1.52746379910796e-05
"16408",1,"barrière",1.61061718850664e-05
"16409",2,"barrière",1.25050020008003e-05
"16410",3,"barrière",1.38278160347355e-05
"16411",4,"barrière",0.000169001966568338
"16412",5,"barrière",1.48218414655837e-05
"16413",6,"barrière",1.38603980706326e-05
"16414",7,"barrière",1.51267622678042e-05
"16415",8,"barrière",1.34956409079867e-05
"16416",9,"barrière",1.52746379910796e-05
"16417",1,"battre",1.61061718850664e-05
"16418",2,"battre",1.25050020008003e-05
"16419",3,"battre",1.38278160347355e-05
"16420",4,"battre",1.53638151425762e-05
"16421",5,"battre",1.48218414655837e-05
"16422",6,"battre",0.000152464378776958
"16423",7,"battre",1.51267622678042e-05
"16424",8,"battre",1.34956409079867e-05
"16425",9,"battre",1.52746379910796e-05
"16426",1,"bras",1.61061718850664e-05
"16427",2,"bras",1.25050020008003e-05
"16428",3,"bras",0.00015210597638209
"16429",4,"bras",1.53638151425762e-05
"16430",5,"bras",1.48218414655837e-05
"16431",6,"bras",1.38603980706326e-05
"16432",7,"bras",1.51267622678042e-05
"16433",8,"bras",1.34956409079867e-05
"16434",9,"bras",1.52746379910796e-05
"16435",1,"canne",1.61061718850664e-05
"16436",2,"canne",0.00038765506202481
"16437",3,"canne",1.38278160347355e-05
"16438",4,"canne",1.53638151425762e-05
"16439",5,"canne",1.48218414655837e-05
"16440",6,"canne",1.38603980706326e-05
"16441",7,"canne",1.51267622678042e-05
"16442",8,"canne",1.34956409079867e-05
"16443",9,"canne",0.000168021017901876
"16444",1,"centre-bourg",1.61061718850664e-05
"16445",2,"centre-bourg",1.25050020008003e-05
"16446",3,"centre-bourg",1.38278160347355e-05
"16447",4,"centre-bourg",1.53638151425762e-05
"16448",5,"centre-bourg",1.48218414655837e-05
"16449",6,"centre-bourg",1.38603980706326e-05
"16450",7,"centre-bourg",0.000620197252979972
"16451",8,"centre-bourg",1.34956409079867e-05
"16452",9,"centre-bourg",1.52746379910796e-05
"16453",1,"collectivement",1.61061718850664e-05
"16454",2,"collectivement",0.000137555022008804
"16455",3,"collectivement",1.38278160347355e-05
"16456",4,"collectivement",1.53638151425762e-05
"16457",5,"collectivement",1.48218414655837e-05
"16458",6,"collectivement",0.000152464378776958
"16459",7,"collectivement",0.00152780298904822
"16460",8,"collectivement",1.34956409079867e-05
"16461",9,"collectivement",1.52746379910796e-05
"16462",1,"contraindre",0.000660353047287721
"16463",2,"contraindre",1.25050020008003e-05
"16464",3,"contraindre",1.38278160347355e-05
"16465",4,"contraindre",1.53638151425762e-05
"16466",5,"contraindre",1.48218414655837e-05
"16467",6,"contraindre",1.38603980706326e-05
"16468",7,"contraindre",1.51267622678042e-05
"16469",8,"contraindre",1.34956409079867e-05
"16470",9,"contraindre",1.52746379910796e-05
"16471",1,"corail",1.61061718850664e-05
"16472",2,"corail",1.25050020008003e-05
"16473",3,"corail",1.38278160347355e-05
"16474",4,"corail",1.53638151425762e-05
"16475",5,"corail",1.48218414655837e-05
"16476",6,"corail",0.000152464378776958
"16477",7,"corail",1.51267622678042e-05
"16478",8,"corail",1.34956409079867e-05
"16479",9,"corail",1.52746379910796e-05
"16480",1,"couper",1.61061718850664e-05
"16481",2,"couper",1.25050020008003e-05
"16482",3,"couper",1.38278160347355e-05
"16483",4,"couper",1.53638151425762e-05
"16484",5,"couper",1.48218414655837e-05
"16485",6,"couper",1.38603980706326e-05
"16486",7,"couper",1.51267622678042e-05
"16487",8,"couper",0.000418364868147588
"16488",9,"couper",1.52746379910796e-05
"16489",1,"culminant",1.61061718850664e-05
"16490",2,"culminant",1.25050020008003e-05
"16491",3,"culminant",1.38278160347355e-05
"16492",4,"culminant",1.53638151425762e-05
"16493",5,"culminant",1.48218414655837e-05
"16494",6,"culminant",1.38603980706326e-05
"16495",7,"culminant",1.51267622678042e-05
"16496",8,"culminant",1.34956409079867e-05
"16497",9,"culminant",0.000473513777723468
"16498",1,"cumuler",1.61061718850664e-05
"16499",2,"cumuler",1.25050020008003e-05
"16500",3,"cumuler",1.38278160347355e-05
"16501",4,"cumuler",1.53638151425762e-05
"16502",5,"cumuler",1.48218414655837e-05
"16503",6,"cumuler",1.38603980706326e-05
"16504",7,"cumuler",1.51267622678042e-05
"16505",8,"cumuler",0.000148452049987854
"16506",9,"cumuler",0.000473513777723468
"16507",1,"directeur",1.61061718850664e-05
"16508",2,"directeur",1.25050020008003e-05
"16509",3,"directeur",1.38278160347355e-05
"16510",4,"directeur",1.53638151425762e-05
"16511",5,"directeur",1.48218414655837e-05
"16512",6,"directeur",0.00042967234018961
"16513",7,"directeur",1.51267622678042e-05
"16514",8,"directeur",0.000148452049987854
"16515",9,"directeur",1.52746379910796e-05
"16516",1,"exigu",1.61061718850664e-05
"16517",2,"exigu",1.25050020008003e-05
"16518",3,"exigu",1.38278160347355e-05
"16519",4,"exigu",1.53638151425762e-05
"16520",5,"exigu",1.48218414655837e-05
"16521",6,"exigu",1.38603980706326e-05
"16522",7,"exigu",1.51267622678042e-05
"16523",8,"exigu",1.34956409079867e-05
"16524",9,"exigu",0.000320767397812672
"16525",1,"fragmenter",1.61061718850664e-05
"16526",2,"fragmenter",1.25050020008003e-05
"16527",3,"fragmenter",1.38278160347355e-05
"16528",4,"fragmenter",1.53638151425762e-05
"16529",5,"fragmenter",1.48218414655837e-05
"16530",6,"fragmenter",0.000152464378776958
"16531",7,"fragmenter",1.51267622678042e-05
"16532",8,"fragmenter",1.34956409079867e-05
"16533",9,"fragmenter",1.52746379910796e-05
"16534",1,"géographie",0.00017716789073573
